Label,Id
topic-predict,4346
docs_report,776
configurable,4347
rgsoc,7009
pr pending,4208
from-redmine,4349
frontend / gui,5306
api: translate,777
peps,4351
collector: elasticsearch,778
component: rss_feed_template,6086
component: ui tests,779
stable/2.10.x,3742
c-examples,4352
32 bit,780
tag: dialite,6087
qt: 5.11,4353
resolved.invalid,3140
closed: invalid,5516
advertisement,781
python-crash,1335
bug: need confirmation,783
cli issue - can't fix,4357
needs spec,4358
type:internal,784
new corpus,785
markup,4359
integrals.rubi,6089
talk-to: @benhenning,786
zbackport 2.4.4,4316
put()/get(),787
platform: notify.instapush,4361
area: markdown,788
uncomplicated,4362
.clients.filesystem,789
outdoor,4363
platform: vacuum.xiaomi,4364
0.security,4365
external-bugs,790
works as expected,4367
cat: rfcs,5904
gh review: accepted,791
n - range cards,792
release milestones,4866
area/volumes,793
api-extension,4368
priority:high,4369
not yet,794
3 - in progress,795
api: dns,4370
authentication/keys,796
source:ent,4371
component: other,797
component: doorbird,4372
bug: behavior,4373
easy-fix,4374
nonissue,4375
source_interface,798
bad parse,4376
zbackport 2.4.3,4313
type:support,4118
platform: cover.zwave,6015
status:needs info,4377
i - oa2020,4772
topic: objective-c,4378
state compiler,800
component: updater,4379
o-distributed,801
platform: scene.velux,4380
platform: weather.metoffice,4381
dart,802
template module,803
atcd,804
zreleased - boron,805
2.1 - ready for review,806
swag reward,807
wrong branch,4385
dev/demo,4386
cat: ui,809
needinfo,4387
no-changelog-entry-needed,810
scructural change,4388
plane-wiki,6143
resolution: wontfix,4389
large scale,4390
usersearchcontroller,4391
platform: lock.verisure,4392
discarded,811
component: hints,812
feature requests,813
input needed,814
pending acceptance,4393
.io.segy,815
needsinfo,4394
platform: switch.zha,816
requires-real-data,4395
status: deferred,4844
platform: sensor.arlo,817
tstl,4397
c: install scripts,818
ui/ux,4398
area/lintbears,4399
component-dispatching,819
tests: not required,4451
i1:important,4401
kafka-monitor,4595
component: tesla,820
tag.encodings,4142
entry level,4402
area/config,821
platform: switch.xiaomi_vacuum,822
needs-sample,823
clouder core,824
waiting for comments,4404
post-build plugin,825
sdk-later,826
want pull request,827
simplate bug/feature,828
platform: opencv_classifiers.lbpcascade_frontalface.xml,4308
no-compat,4405
ng-storagedriver,829
ddn,830
pillow scripts,4408
nddata,831
waiting for response,832
effort high,833
non-editable vcs/url,4409
theorycraft,4410
stale_review,4411
2–5 stars,4412
area:runtime,4413
priority: p2+,834
known-issue,835
priority: enhancement,1350
app specific: microsoft visual studio,4415
15hr,3750
zbackport 2.4.8,4312
platform: notify.twitter,837
fucking blizzard,838
milestone-release1.0,839
stanford api,4417
topic: installation,4418
s-critical,840
contributor/production-tested,841
team: workflow,4419
research idea,842
process/approved,843
meal,3751
acr,844
not-for-merge,5007
non-forkable,5711
component: snips,845
win10,846
domain: web-client,847
autotools,848
topic - logging,5018
cherry-picked,4422
component: tutorials,850
component: firefox accounts,851
platform: media_player.vizio,4423
* next up,6338
c:executor/process/worker,4897
zbackport 2.4.7,4315
new viewer,852
focus - internationalization,4426
fixed (in a branch),4427
style & api,4428
topic:ui,853
minor tweak,854
waiting for reply,855
needs-fix,856
c:parsing/splitter,857
subject:api,4429
moderate fix,858
meta issue,4431
deprecations,4432
platform: device_tracker.volvooncall,4433
platform: light.vera,859
maass,4434
provider/aws,860
lisp-python-interop,861
release: blocker,5082
generated-client-updated,862
os: os x (mac os),4259
ipv6,4438
priority-critical,4439
area/addons,863
type: backward compatibility,4440
wbox,5218
level-hardware,864
topic-protocols,4442
design discussions,865
local backend,866
platform: switch.rfxtrx,4318
@@nickgrossman,867
lib/nodeset,4444
cloudfront,868
pr/awaiting review,869
merge requested,4445
esp32,5158
platform: camera.usps,870
skyrim-se,4446
bug: segfault/crash/hang,4447
size-large,871
buying,872
btsync-user,4448
docathon,4449
biggie,4278
c:module_utils/facts,874
needs_discussion,875
resource/ec2,5504
nalanda,4450
s-minor,876
project: devhub landing page v1,877
shell-support,878
gui/qt,3755
test improvement,753
s-régression,4903
phase 4,879
tvmaze,6782
support:core,4453
kinetics,880
condor adaptor,4454
area: right-sidebar,881
s3transfer,6676
component: plot,4456
功能需求,2291
suggested contributions,882
difficulty: medium,883
component: state updates,4457
it's huge!,884
needs-confirmation,885
mergeconflicts,3756
example-request,886
mod: google,4460
platform: camera.abode,4461
newcomer-friendly,4462
lsst,887
component: cache results backend,4464
suitable for newcomers,4465
p-critical,888
u: custodian,889
priority.deferred,890
more info needed,4468
noresponse,891
platform: light.knx,892
c:playbook/attribute,893
medium-difficulty,4471
restapi,4472
geoserver-integration,4473
p-work in progress,894
area: misc,895
status/1-design-review,4474
kind - crash,896
.clients.iris,4475
2.0-prototyped,897
platform: sensor.sma,4476
cmfd,4477
needs-reproduction,4478
webservice,898
filmy online - mrknow,6934
area: real-time sync,5338
cla-already-signed,4480
rebase-required,4481
data_model,900
feature/http,5459
status/needs rebase,4483
to-review,4484
tag: bep,901
student registration,5364
area:sdk,6772
whatsnew-needed,903
new dev friendly,904
kind/help wanted,905
type.maintainance,4486
☠ security ☠,906
yet an idea,4487
release-branch,3760
waiting_feedback,4488
component: memcached results backend,4489
area/protocols,908
refactor efforts,4109
status:started,909
impacts-doc,4908
functional_tests,2155
resolution: invalid,910
chewing,5431
v1.4,912
01 type: bug,913
homepage,914
g-testing,915
maybe_close,5442
tzwin,5807
needs testing,916
premium,4494
game-server,917
pr requested,918
area: documentation (api and integrations),919
needs revisions,4496
milestone-0.4.0,920
domain-specific,4498
feedback requested,921
regression-test-needed,922
重点关注,4499
area/languages,923
wting-cares,924
issue type: bug,4500
to-be-fixed,4501
5 - done,4502
sf-python-sprint,6111
friendliness/intermediate,4503
format-pdb,4504
closed: not reproducible,4505
new plugin,925
terrain gen,4506
t4:general,4507
merging-to-master,926
concretization,4508
has conflicts,927
component: wink,928
interactive api documentation,929
grasshopper,4509
reproducible:yes,4331
language support,930
io hdf5,931
portland,4620
plugin fixup,932
component: modbus,933
priority-low,4511
unreleased fix,934
difficulty/medium,935
status/needs info,6632
won't fix for now,936
enhancement-proposal,937
copter-wiki,938
undecided,939
needed by: onmetal,4513
type:enhancement,4514
area: catalog,940
include_role,4515
did not read the wiki,5583
vala,4516
status/claimed,4517
quality of implementation,941
resource/asg,942
platform: sensor.sytadin,4519
r-wontfix,4520
openfoam installation issues,3767
shouldtotallyusepython3,943
status: invalid,944
platform-ios,1369
component: persistent_notification,946
publisher,4523
area/cleanup,4524
status: accepted,947
smart_contract,4761
milestone-release0.76.1,4525
release_discussion,4526
component: ipc,4527
kv-lang,5665
fixed-in-3.0,4529
scope/epic,948
c:template/templar,766
team platform,4532
platform: notify.discord,949
emulator,950
plugin: cache,951
needs-rework,4534
good first contribution,7169
cmd: debug,4535
vmencryption,952
platform: conversation.textfile,5588
component: canvas,954
tokenizer,955
blocked/user-response,4537
viewer-histogram,956
requires triaging,957
tag: py3,958
tag: py2,959
display model,960
collector: mongodb,5483
platform: binary_sensor.enocean,961
platform: sensor.vera,4539
subject:swarming,4540
fix-in-progress,962
platform: camera.zoneminder,963
difficulty-beginner,964
archived,965
area: settings ui,966
new iconset,967
mecab,968
rest-api,5106
fixed: upstream,4542
before release,5332
component: amazon sqs broker,4543
translation-memory,969
needs_ci,4544
kind/test,970
talk-to: @anthkris,5317
platform: media_player.roku,4546
platform: light.isy994,971
unmergeable,972
scope: mapentity,4547
fixed in master,973
source control,974
werkzeug.contrib,4548
platform: sensor.google_wifi,3176
component: __init__,975
user-accounts-profiles,4551
type: duplicate,4335
vendor:microchip,976
new_contributor,4553
bikeshedding,4554
kind/triage,977
!! urgent !!,6856
area: db cleanup,6346
quantaxis enhancement,4555
known_hosts,4556
area: python,5820
kubernetes-v1.2.0,4558
bad usability,978
api v3,4559
science,979
somebody else do it. please!,980
awaiting feedback on fix,981
cla-rejected,982
status: not started,983
experimental branch,984
component: neato,4563
search-index,985
feature proposal,4564
platform: device_tracker.tesla,986
multiindex,4566
topic: fixtures,4567
comp-robust,987
area: emoji,4568
new font,988
ubuntu 14.04,4570
downloadaudio,4919
priority/p4-backlog,990
category: handler,3771
nice to have,6881
f - capability,4571
kind/experimental,991
channel-idea,4573
hackertoberfest,4574
plugin ideas,992
texinfo,2589
closed-as-duplicate,994
topic - extras,995
greenkeeper,996
reso: referred,997
device support,998
folder contents,999
need to read faq wiki,4577
31 needs: help,4578
user error,4579
from-trello,4580
platform: switch.verisure,1000
breaking api change,4582
type: feature (minor),4583
preprocessing,1001
production-team,4920
unable to reproduce,1002
reaction,6079
plugin request,4344
p-high,1003
discussão,4585
platform: switch.telnet,1005
platform: sensor.envirophat,4586
feature/enhancement,3160
e:python-ucs2,1006
exp/novice,4588
import-export,2131
api-review,1007
replied,1008
p-core,1009
severity: blocker,1010
v - arcmap,4589
wish list,4798
ralph2,4590
dbtoyaml,3185
gh review: review-needed,6710
status/wontfix/accepting patches,4592
collector: glusterfs,1011
c:utils/path,4593
exp/expert,1380
reproducible:sometimes,4594
platform: switch.wemo,1013
add example,4596
dex parser,1014
area: pip,4348
internal enchancement,4597
plugin: ffmpeg,4598
runbot,1015
c:parsing/utils/,5297
user interface,1016
ds hierarchical geonames,4599
module: life,1017
verified bug,1018
component1,6122
multi-group mode,4601
tests-client,234
pipe dream,2368
could not reproduce,4603
test-suite,1019
blocked/needs-investigation,4605
d-starter,6124
type: performance,1020
subject:encoders,1021
opsys-linux,4608
b - help wanted,1022
area:testenv-creation,4609
misuse,1023
contributions wanted,4610
subtitles,1024
.io.xseed,1025
from_trac,4612
tauto-3,1382
gitlab,1027
domain: build,2464
status/3-needs-docs-review,3768
99 tag: plone 5.x,6189
- bugs -,4614
user specific issue,6126
component-wconfd,1030
v0.10.0,1031
platform: sensor.coinmarketcap,1032
crontab,1033
resolution:completed,4616
sublime2,1034
level-infrastructure,4618
easyfix,1035
numerix,1036
c-version tree,1037
fix-framework,1038
has workaround,1039
23 status: testing,4621
component: gevent workers pool,1040
platform: zwave.const,1041
platform: binary_sensor.modbus,6127
affects_2.0,1042
affects_2.1,1043
affects_2.2,1044
affects_2.3,1045
affects_2.4,1046
affects_2.5,1047
platform: sensor.knx,1048
bug-osx,6544
dapi,1049
prio:critical,1050
os/db-dependent,4975
major feature,4625
area: search,1051
cmd: recreate,4626
backwards-compatible,4627
component: knx,4628
size: large,6357
bot_broken,1052
.clients.fdsn,1053
status: work in progress,1054
type: typo,4629
localization,1055
maybe invalid,1056
porcelain,1057
project: 2017 q2,1058
project: 2017 q3,1059
cannot fix - limitation of windows,1060
good-for-newbies,5530
unified-io,4630
feature/worker,4631
area/workflows,1061
onsite,4632
clients.nrl,1062
sdl2,4633
itsafeature,4634
if_time_allows,1063
unstyled widget,4635
no action required,4636
5.2.1,5040
qt: 5.10,4354
platform: binary_sensor.alarmdecoder,4638
b-enhancement,1064
area:extension,4639
s3bandwidth,4640
component: standalone,4641
spark/adam,1065
plugin: xdist,1066
goals: improve developer workflow,4355
area/provisioning,4644
port to fedora,5126
sdk-merge,4645
asked to reparent,4646
p-medium,4647
cupy,4648
kobo,1068
network io,1069
status: needs rebase,4650
state: in progress,4651
futurize script,1070
anonymity,1071
look and feel,3787
opsys-osx,4653
stat:unread,1072
atc_api,4420
neovim,1073
gridlines,5532
platform: alarm_control_panel.manual_mqtt,4654
group/windows-server,4655
area/genericbears,1074
t:bug,1075
new_ui,4356
apps.related_content,4657
gwpy.plotter,4658
zu prüfen,1076
z backport 2.0.5,1077
13 prio: normal,4659
ready for testing,1078
dep-glue,1079
component: input_text,4660
rows.table,4959
tag:api,1080
platform:windows,457
prio-2-high,1081
status: decision needed,1082
package clash,5180
platform: calendar.google,4663
livestream,4664
not priority,1083
to-be-backported,4665
component: zha,1084
v0.14,1085
in-resolution,4666
encfs,1086
algos,1087
meta:rejected,1088
c:executor/module_common,5268
needs_more_info,6480
area/tool-dependencies,1089
tag.docs,1090
high-difficulty,6218
need pr,1091
level-software,4669
platform: telegram_bot.webhooks,5596
goals: app code cleanup,4670
maintainability,1092
leveldb format,5397
status-duplicate,1093
c:plugins/shell,1094
document schema update,1095
privilege list,4672
rcparams,4673
component: wake_on_lan,4674
priority/high,4675
repo manager,4676
p2 - major,1097
waiting on author,1098
milestone-0.7.0,1099
data io,1100
orders,4677
backend : all,1101
needsreview,1102
glue.app,4360
pylint issues,4678
need-to-reproduce,1103
comp-survey,4679
directives,1104
unscheduled,4680
minwg / cygwin,4681
content / perseus,1105
alsa,1106
consensus achieved,4682
core.arm_layouts,1107
parameters module,1108
43 lvl: complex,1109
kind - docs,1110
ready-for-final-review,1111
platform: weather.buienradar,4683
level/apiclient,1112
checkers,6729
requires-resource-model-update,1113
scope/small,4684
comp-client,1114
accepted feature,1115
status/help-wanted,1116
solvers.solveset,1117
mep22,4943
0.8-blocker,1118
patch: typo fix,1119
milestone-0.3.0,4685
output-formatting,1120
need-input,1121
severity: critical,4686
utils.tap,1122
⭐️,1123
wording,1124
pwcache,1125
milestone:later,4688
topic: c++,4689
complexity:easy,4690
component:python console,4691
c-output modules,4692
area: notifications (other),5539
customforms,1127
management-commands,1128
control flow,1129
platform: sensor.hddtemp,1130
status-wontfix,1132
screenshots,4693
needs help,4694
platform-specific issue,1133
has corresponding issue,4695
s3md5,1134
probably easy,4921
cont_usability,1135
manual lgtm2,4697
tim-api,4698
packaging & defaults,1136
kind: installing-flocker,1137
gdal/ogr,6736
generators,4700
contrib-idea,1138
tim-app,4701
nice idea,1139
component: mozilla,1140
component/rosco,1141
tag: api: models,1142
s:invalid:error in environment,3825
pr: needs review,5540
area:sayma,4704
c:errors/,6138
fix released,1143
easy task!!!,1144
transporter:cloudfiles,4706
platform: media_player.denonavr,1145
area: cmdline mode,4949
topic: html,1146
sub-task,1147
need-tests,1148
docmebro,1149
status: pr received,1150
t: bug,4950
rfr,1151
platform: camera.synology,1152
needs-tests,1153
area/testing,1154
topic: php,4710
topic-typing,1155
comp-multivariate,4711
comp-emplike,5219
tech support,1156
kind: enhancement,4671
downstream issue,1157
p: critical,4713
flatpak,1158
not a blocker,4714
please: repro steps,4715
platform: device_tracker.asuswrt,4716
type: deprecation,1160
crm,1161
cmd: mount,1162
platform: sensor.pushbullet,6142
k8s-deployment,4719
wrong results,4720
component: scene,1163
jade,1164
api-breakage,4721
difficulty intermediate,4888
#plugins,1165
outdated docs,4197
os/microsoft,1166
a-feature,1167
doc-fix,4724
e:windows,1169
money i/o,1170
platform: sensor.eliqonline,1171
[docs] enhancement,1172
fix in progress,1173
component: binary_sensor,6216
area: policy,4725
文档,1174
platform: binary_sensor.ring,1175
focus - publishing,1176
deps-update,4726
type:docs,1177
component-master,4727
status: wip,4728
component:provider,4729
usage question,4730
provisionning,1178
badg.us feature,5412
sprint_14,4732
c:playbook/handler*,4733
architecturalchange,3806
platform: switch.demo,4734
prerelease,1179
area:reporting,4735
sidefx,1180
floats,4736
severity - minor,4737
hansard,1181
stand by,1182
priority/backlog,1183
openusb,1184
legacy dfu,5505
changed remote api,4739
pending closure,4740
comp_game_logic,1185
oleobj,6744
parent issue,5052
palette issue,4741
not-enough-information,4742
★ new feature,4743
platform: switch.orvibo,4744
c:plugins/filter,6733
platform: binary_sensor.wemo,1186
code/project quality,1187
glue.core,1188
已知问题～囧～,4859
ng-extension,4746
needunittest,1189
worksforme,4747
should-backport,4748
platform: sensor.dweet,1190
topic - constraint,4750
good-for-first-contributors,1191
area/results,1192
test_pull_requests,3216
invalid: wontfix,1193
zeta,4752
component: light,1194
c:plugins/connection/winrm,1195
understanding users,4754
hannanum,1196
tag:environment-spec,7095
io sql,1197
needsreproducer,6150
area: documentation (production),4756
status: wontfix,1198
tablename,1199
user feedback required,1200
socis,5545
reso: completed,1201
area/events,4758
has-pr,3810
net_tools,4099
os: centos,6295
jpype,4759
dataset request,1202
waiting_on_maintainer,1203
status: blocked,1204
livestatus,5676
topic - vcs,3812
f - patterns,4760
mraptor,50
vendor:intel,1205
needs-contributor,1206
chatbridge,1207
maps,4576
moderation,1208
pull request opened,4762
libreoffice,6152
pedir soporte para nuevo canal,1209
platform: light.sensehat,4763
minor: prs-welcome,1210
dependencies met,1211
state:help wanted,1212
✈ low-hanging fruit,1213
feature:change,1214
mlo,1215
pr ready for review,7083
area/auth,4768
sprint_candidate,37
geometric flow,3814
platform: zwave.api,1216
component-tests,4770
webextensions-firefox,1217
orca,4717
component: multicompartmental,1218
user_data,1219
high-priority,6678
pr-in-progress,4773
product review,6328
social widget,4774
sucursales,497
impacts-newton,4775
tag.leaks,1221
tag:solver-messaging,1222
design / ui,1223
impact: medium,4776
historique,1224
fetching,1225
comp-compositional,4777
internal qa,4778
platform: tts.marytts,4779
t-libs,1226
platform: media_player.firetv,4781
shell job adaptor,1227
udfs,4783
aggregation framework,1228
android-story-list,1229
ajax scheduler,4249
prio-4-low,1230
e:python-3.4,6241
build-error,4784
boundary elements,1231
cla-error,6762
探讨,4785
complexity:hard,5548
release tracking,2652
waiting on downstream,4786
levels,1233
board-pipstrello,4787
branch-java,4788
swimlane-ops-tools,4789
t: 消息管理,1234
read this first,4809
area: spec-compliance,3819
decompiler,1235
pbs adaptor,1236
prioritised,1237
need_review,1238
first-timers-only,4383
area/logging,4791
midi,5079
concrete,1239
system architecture,1240
priority.medium,209
proposed initial tranche,4793
component: kira,1241
platform: notify.matrix,4794
comp_market,1242
docs-website,1243
severity: minor,4384
has failing test,4961
io parquet,4796
phase iii,1244
c:constants,4797
c:plugins/connection/local,1245
datastore module,1246
tag: docs,1247
clouder application,4799
shape,4800
not-our-fault,4801
v - services,1248
clean up issue,1249
good_to_have,4802
relevancy,1250
c:compat/tests,4803
要求帮助,1251
pycon2014 sprint,1252
waiting submitter feedback,4804
signals,1253
waiting on platform,6756
ongoing task,4806
contrib: maybe good first bug,7074
audio search,4807
big job,4808
contrib and provisioning,1254
submissions,1255
brainstorm,302
harvesting,1257
qa: not needed,1258
platform: sensor.bme280,6808
norespone,4811
status: norepro,4812
公告,4965
fix committed,1259
already-treated,1260
pr: wip,4813
biz,4814
area:devices,4815
beginner issue,1261
big picture,1262
i-bug,4816
web interface,1263
feedback please!,1264
component: ecobee,1265
context:icons,1266
platform: calendar.todoist,5054
facets,1267
www-ui,6759
status/needs discussion,1268
gtalk,4819
communications,1269
continue,1270
tool: tweak,1271
platform: sensor.zamg,4820
android-feed-list,1272
affects-dev,1273
pending fix,1274
senate,1275
help wanted (easy),4967
topic-import-cycles,1276
afl-sync,1277
platform: notify.clicksend,1278
doc needed,1279
vmware staff assist needed,4821
component: demo,4822
platform: media_player.gstreamer,1280
feature removal,1281
jedi-related,4824
botocore,4968
listfield,4825
platform: media_player.russound_rnet,1282
resolution: not tested,1283
bug:grave,1284
needs prototype,4827
env: local dev,4828
pic simulations,5214
simbad,1285
component: frontend,4829
straightforward,4495
needed: design decision,4830
out-of-scope,4831
component: cloud,1286
backend : solr,4832
unicode_bugs,6035
module: playlists,1287
not vim-ipython issue,1288
tests: missing,1289
platform: http.static,1290
awaiting informations,1428
swimlane-misc,1292
[docfix],4834
wsdl,4835
topic: scala,4836
merge_commit,4837
platform: sensor.fritzbox_netmonitor,4838
external-sources,4839
testsuite,1293
contribution welcome,4840
platform: image_processing.openalpr_cloud,4841
module: charts,1294
can-be-merged,1295
✖ work-in-progress,1296
need:test,1297
pull: not ready,551
sub-project,1299
⏏ hotfixed,4842
node script,1300
c:utils/helpers,4843
onramp,4396
priority:4,1301
comp-io,6385
vendored dependency,3641
priority:1,1302
priority:2,1303
priority:3,1304
prio:high,4845
closed: limitation,1305
troubleshooting,1306
when: waiting,4847
debian-package,4848
math,5067
stat:resolved,1307
ready for qa,4850
scipy.optimize,1308
clustering,1309
minor improvement,1310
api consistency,1311
builder,5235
team core,1312
c:playbook/helpers,4852
type-patch,1313
language / portuguese,4853
c:playbook/taggable,2089
type: polish,1314
component: sqlalchemy database results backend,4856
area/examples,1315
cors-bugs,1316
elsewhere,1317
sdr,4857
11.5.4,4858
c:installation,4470
b-bug,2304
fool proofing,4860
wontimplement,689
tag: app,4862
data improvement,1319
platform: cover.xiaomi,4864
lib/tree,1320
archive/future,4865
component: arduino,1321
team riot,3504
目前不在考虑范围,5233
severity: blocking,1322
not enough info,1323
python semantics,5340
remove-platform,1325
git-annex,1326
maintainer timeout,4869
english translation,722
isophote,4871
papyon,1328
component/admincli,4755
area/database,4872
topic: ipdb,4873
hash-change,1329
milestone-release0.75,4874
milestone-release0.77,4875
milestone-release0.71,4876
milestone-release0.72,4877
category: deployment,1330
type: refactoring,1331
prompt-toolkit,4652
code-review-required,1332
type.admin,1333
3rd party  issue,4881
p3 - blue sky,4882
platform: remote.apple_tv,4883
pending information,3982
cafe,4884
comp-panel,4885
desktop-app,1433
user-experience,4886
cmake,782
1 - on deck,1336
cat: refactor,1338
os:macos,1339
deffered,1340
actors,1341
hypervisor-xenhvm,4890
oletools,1342
solvers.solve,1343
module: exports,1344
salt-cloud,4893
plz-review,1345
l1:moderate,1346
release: next major,4894
gameday,1347
backend:socketcan,1348
gardenia,1349
asciidoc,836
milestone-1.1.0,1351
platform: device_tracker.zha,1352
for version 3.0,1353
external fix,1354
12 prio: high,4978
bug-external-tools,1355
hdmi2ethernet,1356
architectural design,1357
data loading,4979
s3stream,1359
ipwb indexer,4899
information-gathering,3969
work in progress - don't review yet,1360
topic:ldap,4900
platform: media_player.soundtouch,4901
c:utils/display,4902
waiting on pr,4403
idle-add,1361
sftp,4904
no issue,4905
pretix.presale,5670
difficulty-expert,1362
status: ready to be merged,4906
extensibility,1363
a-internals,4907
waiting more feedback,5568
multi dimensional,1364
platform: device_tracker.fritz,1365
data source,3186
needed by: rackspace monitoring,1366
fine-tuning tests,4910
info-archive,4911
python-3-compatibility,4912
support:network,4982
module: datasets,1368
we need to talk about this,4913
low-hanging-fruit,945
depletion,6175
status-started,3662
plat: safari,4915
python code quality,4916
provider:openshift,4406
test-track,1370
platform: binary_sensor.command_line,4917
dh2017,5647
platform: camera.local_file,6327
backend/agg,1371
cherrypy documentation,1372
pr in other project,4918
component:variable explorer,1373
visual design,989
platform: sensor.hp_ilo,4986
platform: sensor.otp,1375
platform: media_player.cmus,1376
component: couchbase results backend,1377
type_bug,1378
component: input_number,1004
splatalogue,4922
ppt_parser,1379
component: qtwebengine,1012
bot issue,4924
bug - validated,4925
.clients.seedlink,4926
portability,1445
skill: content,1026
hypervisor-kvm,4927
platform: notify.mailgun,1383
c:executor/task_executor,1384
type:improvement,1385
aws apocalypse,4929
c:configuration,4930
awesome sauce!,6176
needs: upstream action,6778
logistics,1386
python2.x,4931
awaiting changes,4932
platform: sensor.migardener,4933
f: license,2311
refactoring and performance,4934
state: works for me,1387
example issue,4935
nighthawk,1388
platform: sensor.tellduslive,1389
vim inconsistency,4987
component:plugins,4936
internet explorer,1390
show stopper,1391
comp_general,4938
needs-example-script,1392
mep25,4939
mep27,4940
should be fixed in ladybugplus,1393
ticketing,4942
functional test,1394
platform: sensor.metoffice,1395
lowpriority,4944
talk-to: @tjiang11,1396
hatband,4945
component: lutron_qse,1397
payday,4946
platform: sensor.yweather,4947
backport-complete,4948
oemof-core,1398
minor: added api function,1399
python:2,2648
uk specific,1159
platform: sensor.sonarr,4952
openfsi,4953
cannotreproduce,4994
ci & tests,6783
pantsd,1401
python2.6,4954
jsbeautifier upgrade,1402
type: announcement,1403
pixelclassification,4955
platform: sensor.shodan,1404
mplayer,5746
major effort level,1405
status/blocked,1406
project: version channel,1407
metric backward incompatibility,1408
psf-review,5577
kind/cleanup,4957
involved,1410
data tools,1411
0.1 - barium,4851
firmware-cypress-fx2,1412
platform: climate.generic_thermostat,1413
collector: nfsd,1414
ci-and-build,1415
priority/low,1416
ashland,4960
priority: 0 - high,1417
fw30,1418
domains:js,1419
language: javascript,4962
status/wip,4963
importer/exporter,4964
ebdata,5648
new-ruleset,1420
reproduce ways,1421
needs-information,4966
needs: editorial,1422
total disaster!,1423
db reload,1424
ci/testing,1425
impacts-qe,1426
develop branch,1427
waiting-followup,1291
data-export,4970
importexport,1429
google-app-engine,1430
platform: sensor.comfoconnect,4972
status: waiting for fix,4973
juniorjob,4974
io csv,1431
c:tests,4976
platform: alarm_control_panel.abode,4977
artin,1432
c-infra,5360
question-answered,1334
in-development-branch,1434
c-back,1435
new io class,1436
oleid,1358
component:frontend,1437
c: documentation,1438
pretix.plugins,4980
core: back end,1439
platform: climate.tado_v1,4981
unimplemented,1367
system-services,4983
component: units,1440
priority/medium,1441
mkdocs,1442
pyarweb,1443
area:phaser,1444
scope: pdf,1381
reso:fixed,1446
medium term,1447
long-term-future,6795
focus - schema,4989
scrubbing,3842
type: perfomance,4990
component:code completion,4991
pr: needs updates,4297
new api feature,1449
mobility-on-demand,1450
c:plugins/connection/network_cli,1451
sqlite,4993
@low / cleanup,1452
area: tooling,1453
new-library,1454
tech:html,4995
n: adguard for ios,4996
component: worx-landroid,1455
collections-conversion,4997
tag:config,4998
c-icons,4999
addons/elk,5000
area/idempotency,1456
malware,1457
area: install,1466
improves: testing/qa,1458
platform: binary_sensor.workday,5004
number blocking,1459
platform: alarm_control_panel.alarmdotcom,5005
for future,1460
visualization.wcsaxes,5006
app:cms,4421
thirdparty/gevent,1461
comp:docs,1462
api: error reporting,1463
affects dev,5009
stock,5010
phone-compatibility,1464
pull request invited from originator,5001
kickstarter,5011
comp-genmod,5012
client/connect,1465
gcc,5002
waiting_for_dependencies,4127
platform: sensor.gitter,5003
bountysource,1467
anvil format,1468
string processing,1469
kkma,5014
dev: work in progress,1470
module: vocabulary,5015
port-to-eight,1471
prio_medium,5016
resource views,5017
group/documentation,1472
py2/3,5019
altcoin,5020
unit_tests,1473
source:auto-report,1474
user action needed,1475
0 - icebox,1476
need_help,5021
grpc,5037
area: io,5022
pr: please merge now,5023
status:ready,5024
c-packages,1477
platform: device_tracker.ping,1478
awaiting-further-info,5025
pending issue template,1479
emesene-next,5027
foi (for our information),1480
component: comfoconnect,5028
tab-completion,5030
platform: sensor.blink,1481
@@fkh,5031
gcp,1482
platform: sensor.mvglive,5032
help-me-get-merged,6737
topic: parametrize,1483
python3-support,1484
a: bug,5033
stalled,1485
input/output,5034
c:plugins/plugin_loader,1486
topic:audit,5437
urwid,4425
close soon,5035
new pr needed,5036
p-low,1487
sp/1,1488
f: crypto,1489
{contribute},5038
in nightly,1490
newman,1491
waiting on ux,1492
voctocore,1493
lfcns,1494
status: investigating,5008
priority: 2 - low,5041
collector: sqs,1495
resource/aws,1496
g-development,1497
in progress: active,1730
c:plugins/callback,5044
type:cleanup/optimisation,1498
xmatch,5046
platform: binary_sensor.insteon_plm,1499
functionapp,5047
component: intelmqdump,1500
type: invalid,701
evernote-parity,5048
new irregularity,5049
(4) approved for master,5050
queue/blocks-others,1501
e-less easy,2894
batch,6537
documenation,1502
os: linux,1503
notfixed,1504
is anime,1505
npm,1506
pr small,1507
comp-treatment,4826
area: production installer,1508
improves: tech debt,1509
out of project scope,5053
frequency,1510
cpanel,1511
area:speed,1512
component: lutron_caseta,1513
back burner,1514
axml,1515
area: script plugin,1516
team-windows,5055
better patch needed,1805
p0:snsapi,5057
team: platform,5058
goals: smoother install,5059
to_confirm,1517
cws,5060
plat:osx,1518
bug (to verify),1519
c-extensions,5062
platform: switch.command_line,4430
mucho importancia,4581
electronics,5064
menpo team only,5065
api: bigtable,5066
type: fix,1521
platform: climate.flexit,5068
review-nacked,5069
won't implement,6196
notabug,5070
broken tree,1522
needs_info,5071
status-dont-merge,3855
autokey-qt,5073
quite-easy,1881
semver: patch,5075
fileformats,5076
modulegraph,1524
enhancement -- security,1525
feature / enhancement,4707
issue in a dependency,3858
fixed but not closed,1526
component: telegram_bot,6353
recipes,5080
platform: binary_sensor.mysensors,1527
