Label,Id
effort substantial,5793
area/security,5794
browser: mobile safari,2253
detox,2254
focus - usecase,2255
possible-duplicated,4204
outputters,5796
bitbucket,5797
move-to-stackoverflow,2256
platform: sensor.amcrest,6996
interval,2257
state: do not merge,4550
pending requirement,5800
t3:feature,5801
waiting-for-fixes,2258
missing unit tests,5802
sbml,5803
feedback wanted,4552
api-documentation,5804
requires-changes,2259
holonomic functions,2260
need-opinions,6942
fizzled out,2261
under investigation,5805
deprecation-or-behavior-change,5806
speed-up,2262
port forwards,2263
installation/packaging,2264
nvidia shield,4613
dalton,2265
type/documentation,2266
new-version-fixes,2267
milestone-0.6.0,2268
milestone-0.6.1,2269
waiting for merging,2270
zreleased - carbon,5810
autogenerated,4263
platform: media_player.cast,2271
t5:question,2272
comunidad,5811
24 status: ready,1593
fixed in 0.5,2274
status/needs-implementation,6570
c:vars/hostvars,5812
goals: more tests,5725
blocked: feedback needed,799
prio-highest,5813
jvm,2275
maintainer submitted,6615
idée,2276
tool: polypen,2277
osgeo incubation,6330
add-to-knack,2279
backends/azure,5816
restrict-addissuecomment-commit,1595
resample,5818
unreliable test,5819
cloudstack,2281
artwork,5821
component: routing,5822
status:released,5823
topic-plugins,2282
rtfobj,5824
result: unactionable,5825
.io.quakeml,5307
needed: documentation,2283
apbs,2284
component: alarmdecoder,1596
suite design guide,5826
true bug™,5827
resolved.wontfix,5828
audiofocus,2286
pending: qa,5829
swaggerpy12,2288
recall,4560
milestone-0.2.0,5831
hmf,7014
https issue,2289
local dpxdt,2290
kind/poll,5832
platform: image_processing.microsoft_face_detect,5833
:benchmark candidate management,5834
platform: light.abode,6419
focus - serialisation,2292
platform: sensor.influxdb,2293
file closing,2294
status:under discussion,5835
installationdocs,2295
status:needs review,5836
comp-docs,2296
needs: more information,4561
backport-0.8.1,5838
status: missing tests,5839
solvers.diophantine,5840
hdfs,2297
target: ci loop,2298
after new frontend,5732
fit&finish,5842
safe templates,2299
widgets/ui,5843
tasktypes,5733
response-requested,2300
component: wemo,6104
component: sphinxext,2301
platform: device_tracker.huawei_router,5844
priority-moderate,2302
new service,5845
new app,5846
c:cli/connection,6329
fixed-in-git,6948
repo: babelsubs,5847
kind - duplicate,2303
area: cert management,5848
platform: config.customize,5849
db change,2305
language / french,5850
adopt_me,2306
release: old,5851
candidate for closing,2307
parasol,2800
inotify,5852
size 2,5853
priority-0-high,5854
type.bug,4288
got issues,2308
resolved.duplicate,2309
35 needs: rebase,2553
compose-in-a-container,5856
resonance,5857
navigation,5858
ekr,2310
component: redis broker,5860
n - clearing operations,5861
opsys-sunos,5862
status: needs test coverage,5863
zbackport 2.6.3,5629
status/work-in-progress,5864
skill: ruby,5865
platform: sensor.toon,2312
mentored/pair available,2313
build process,2314
easy_to_fix,5866
4 - ready to review,5867
patches welcome,5868
manufacturing,2315
sbir-year-1,2316
sbir-year-2,2317
trezor,5871
component: color schemes,5872
r-duplicate,3970
status: rfc,2318
type: outreach,2319
goals: update deployment recommendations,5874
platform: camera.opencv,2320
status:wontfix,5875
look into,5876
build problem,2321
notmyfault,2322
entrance,2323
obadmin,5878
platform: binary_sensor.envisalink,3971
comp-imputation,5880
awaiting author contribution,2324
android-app,5881
pcottle-asap,5882
don't-merge,5883
needs docstring,2325
platform: light.osramlightify,2326
module_utils/vmware,5884
♫ enhancement,2327
platform: conversation.action,2328
cat ii,2329
status:duplicate/28503166,2330
ctfs,2331
c:lib,2332
branch: price-list-analysis,2333
non-replicable,2334
loe medium,5869
pri:urgent,2335
area: windows,2336
tworld,5887
data for users,5888
merged-into-staging,5889
.clients.neic,2337
kind/enhancement,2338
needswork,5890
produção,5891
submodule-notebook,2339
platform: config.script,5892
z-?? dev & package cluster,5893
resolution:invalid,5894
docoverhaul,5895
status: non-issue,2340
component: prefork workers pool,5896
area:documentation,2341
type-cleanup,2342
confusing-error,849
rows.fields,1609
(de)reference,5897
spm,2344
status/in progress,5898
platform: switch.tplink,2345
constants and physical data,6827
projectmemorysanitizer,2346
needs adjustments,2347
r&d (non-core engineering),5744
knowls,2348
platform: fan.wink,5900
dev environment,3901
platform: sensor.dht,5901
platform: cover.homematic,2349
platform: sensor.mysensors,2350
platform: sensor.attributes,5149
tag:documentation,2352
buildroot override,5902
known_issues,5903
labeling question,2353
odf stylesheet,2354
crasher,5905
difficulty/high,2355
response needed,5906
type: feedback,2356
minor feature,2357
focus - documentation,2673
status:need more info,2358
roadmap/add-ons,2359
i - asclepias,3978
needed by: cloud control panel,2360
component: switch,2361
platform: sensor.swiss_public_transport,5910
convolution,6576
topic - check,2362
scipy.misc,5911
need_info,5912
futures,2363
sklearn-compatibility,1615
platform: sensor.dwd_warnapp,5257
major todo,2365
scipy.interpolate,5915
component: remote files,5916
needed: patch,2366
breaks backward-compatibility,5917
loc-core,5918
microsoft-windows,2810
devx,5919
component: ratings and reviews,5920
area:packaging,5921
corner-case,2369
travis updates,5922
test fix,5923
nsem,5924
gae support,2370
platform: cover.vera,5925
awaiting prioritization,2371
tagger,2372
issue type: task,5927
x: transparencyit,4350
res-inactive,2373
daemon related,5929
need-decision,7071
platform: sensor.fixer,2374
yamlimporter,2375
high_prio,2376
milestone:0.13.08,5931
course-staff-request,2377
¡blocking!,2378
organisation,5932
sprint:djangocon2017,6914
coordinates,5933
c: cache,2379
blacklists,2380
language / hindi,5934
area/actions,5154
component: emulated_hue,2381
no-review-required,2382
c-docs,5935
tag: widgets,5308
x: peruleaks,2383
platform: cover.mysensors,5936
scipy.spatial,2384
question-or-proposal,2385
technology debt,5937
tag: testing,5488
external-packages,5938
blueprints,5939
c-interpreter,5940
mgxs,6284
type:discussion,5941
master tracker,4027
backward-incompatible,2386
provider:kubernetes,2387
tag: component: build,2388
st:awaiting-member,5942
s: major,5156
top-1m,2389
pull request needs more work,5943
top-1k,2390
component-analysis,6343
platform: light.mystrom,2391
milestone:0.11.07,5945
starter projects,5946
topic-union-types,2392
component: gloo,5947
component/test-infrastructure,2393
design-discussion,907
platform: mailbox.demo.txt,5949
ask hn,5468
waiting for release,2394
tag: layout,2395
package control,5951
support:curated,5952
gaussian,2396
good for contribution,3797
cognito,5508
ops/deployment,1067
techops,2398
pending_action,2399
✎ docs,5953
utilities.autowrap,2400
conformance,6831
scipy.signal,2401
platform: switch.rpi_rf,2402
need pcap,6345
component: google,3983
pri:critical,5954
zreleased - 2017.7.2,5955
zreleased - 2017.7.1,7168
cool and awesome,3402
x: whoonix,5957
code lgtm2,2403
code lgtm1,2404
priority: none (no current effort),4656
deferred till pr,5959
kind - enhancement,5960
app-scheduleviewer,2405
oemof-solph,2406
component: blink,2407
photo uploading,5961
c-tracer (c),2408
zreleased - 2016.11.8,2409
eagle,5962
type:idea,2410
requires-manual-testing,5963
platform: media_player.volumio,2411
annoyance,3985
zreleased - 2016.11.1,2412
zreleased - 2016.11.2,2413
zreleased - 2016.11.3,2414
zreleased - 2016.11.4,2415
zreleased - 2016.11.5,2416
zreleased - 2016.11.6,2417
zreleased - 2016.11.7,2418
csvkit,2419
tag: notebook,2420
component: pilight,59
debian-bts,2422
topic: swift,2423
correctness-middec2016,5967
f: marketing,2426
bash on windows,77
lang:python,3777
idea for discussion,2428
flard,5969
python-lisp-interop,5162
code review pending,6945
needs_review,2430
resolution/wontfix,2431
must have,5971
external-software-interaction,97
api/client update,2433
platform: climate.demo,2434
platform: binary_sensor.hikvision,100
os/apple,2436
integrations: drf,5973
talk-to: @arunabh98,5974
c:template/other,5975
area/networking,2437
closed: duplicate,116
0.7.x,647
component-metad,4284
obdemo,5978
difficulty 8,6169
status:not-reproducible,2439
platform: camera.dispatcher,5979
kind: cleanup,5980
orchestrator/k8s,2440
résolu,5981
pokemon,5982
angular,2441
protocol feature,5983
iam,5984
a-mp,2442
categorical,2443
low-memory,5985
pr awaited,2444
molden,5986
topic-depends-on-pep-change,2445
severity: normal,2446
timezones,5166
package:pyside,5987
status:help wanted,3989
component:api,2449
spherical video,4584
result: fixed,2450
priority: normal,5167
platform: automation.state,2452
area: onboarding,2453
comp-base,2454
cannot_reproduce,5988
target: support,5989
centroids,2455
waiting for external,2456
needs: iteration,5992
dependency updates,5993
not server root,2457
works with catkin_make_isolated,2458
area/cli,5996
off topic,2459
pending-feedback,2460
component: pyart.correct,5997
fueature-request,2461
bug in jedi,2462
format-yasp,5998
cve-2017-9791,2821
tag: geo,5999
5.0.3,6841
type:sample,6701
mod: vobject,6000
no auto,2465
odf backend,2466
platform: switch.wake_on_lan,6002
gui/gtk,6003
arch-review,6004
cloud feeds plugin,6005
component: rabbitmq broker,2467
platform: config.automation,6006
dirsnapshot,4587
platform: switch.toon,6008
others-chime-in,6009
area: 3rd party,6010
:correctness issue,6011
discussion-needed,2469
numerics,2470
component: security,6012
status: code review request,6013
believe to be fixed,6014
component: mycroft,2471
st:test-and-merge,2472
req-from-user,2473
animation,6016
platform: camera.onvif,2474
prio_elev,6017
gmail,6973
q&a,2475
priority: high,6018
target: server,6019
libclang upstream,6020
platform: climate.zwave,2476
fullstack,6021
impossible?,2477
fixed-need-testing,2478
platform: binary_sensor.zha,1337
feature: user profiles,5377
qt: 5.9,6200
demande-de-fonctionalité,2480
team-core,6022
failing-tests,6023
content/out-of-date,2481
depreciation,6025
needs code review,2482
archive file,2483
enhancement-future,6026
f: internationalization,5767
viewmodes,2484
hitran,6028
pr: don't merge - replaced,7103
need-sample,2485
swimlane-enhancements,6029
3 - ready for review,6030
subject:vm,2486
platform: media_player.aquostv,6031
req-from-dev,3994
platform-ppc,6978
priority: urgent,2488
not-in-changelog,2489
do-in-parallel,6032
component: alert,6033
stage: revising,6943
[priority] high,489
dev: ready to merge,2491
external project dependence,4928
documentation addition,3899
breadcrumbs,495
component: telegram_webhooks,2493
status/proposal,6036
clarification-needed,5172
new_module,2495
platform: sensor.systemmonitor,508
gsoc-17,6037
sample request,6038
c-mashups,2497
difficulty:hard,5770
migration: automatic,6039
component: installer,2498
collector: diskspace,2499
kinesis,6040
platform: device_tracker.aruba,6041
{review},2500
hamster-applet,6042
backburner,2501
not-for-master,2502
area: uploads,6043
v1.21,6044
v1.22,6045
ready-for-merge,6046
v1.24,6047
v1.25,6048
os: gnu/linux,2505
maintainer input requested,3997
readytotest,6049
type/bug,2506
t: 微信支付,6051
b - known issue,2507
f23-branch,5772
component-buildbot,2508
c:plugins/lookup,2509
affects: website,2510
sugerencias,6053
platform: light.flux_led,6054
component: fan,6055
app:cfclient,2511
new silo,2512
s3syncstrategy,2513
development discussion,2514
nextnext,2515
state:waiting,2516
f - operational graphics,2517
being worked on,6361
milestone:0.11.10,2518
topic - user-scheme,1641
milestone:0.11.12,2520
component: android_ip_webcam,6057
priority-mid,2521
linting,6058
data-import,6984
classification:serious bug,6059
threadstats,2522
t-hunt,5448
glue.viewers,6062
phase 2d i18n,1643
package scan,6064
melhorias,6065
_top priority_,6066
profile versioning,2525
status/needs design,2526
update status,6067
cross platform,4000
linuxdiagnostic,2527
addin,6986
status:needs tests,1623
core/mesos,2529
component: beacon,6068
重复问题,6069
notation/conventions,4469
algoritmo,5646
application deployment,2530
post wooey/djangui merge,2531
target: test,5178
platform: sensor.mopar,2532
grand rewrite,2533
needs thoughts,2534
our-children-will-read-this,2535
old/unused code,6072
notice,2536
category: highest impact tasks,2537
topic_covtype,2538
c:cli/console,2539
optimisation/cleanup,2540
module: new,6073
program modules,6074
g - defense team,6075
needs: documentation,2541
e:pypy,6076
req: amara staff,2542
review comment,6077
status:in progress,6078
closed-as-incorrect,1448
user-callback,2543
plat: osx,6080
custom user,5179
beginner friendly,6082
awaiting-feedback,2544
gwpy.cli,6083
domain: devops,6084
paused pull requests,6936
suggested content,6085
starter-project,2545
c: repository,2546
image issue,6088
n - incident analysis,2547
groupby,2548
platform: recorder.purge,2549
2/3 compat,2550
component/usability,6090
pyqode,2551
federation-meltdown,4006
platform: sensor.ebox,6091
shrink-quality,2552
api-question,4854
gtk3/gst1.x,6093
period,6094
mirroring,2554
sampling,6095
:metrics,6096
severity:1-critical,6097
✈︎,2555
explore-v2,6098
ff59-blocker,6099
kind/support,2556
collector: nvidia_gpu,2557
pri:bug,2558
project: e10s,4008
platform: opencv_classifiers.haarcascade_frontalface_alt_tree.xml,2559
build / packaging,2560
3 - now,2561
resolution:duplicate,5361
change request,6101
docs & demos,2562
talk-to: @kevinlee12,6103
#formatting,2563
pending reply,4600
umbrella project,2564
platform: sensor.asterisk_mbox,2565
affects: documentation,2566
platform: climate.xknx,2567
complexity:bite,6105
status/stale,6106
patch-pending,6107
platform: binary_sensor.velbus,2568
noncommutative,6108
platform: sensor.xiaomi,2569
scipy.lib,2570
component:documents,2571
contribution-welcome,2572
needs-sqlalchemy0.8.0,6109
platform: sensor.openweathermap,2573
viewer-image,6110
0.6.x,2574
pending-nits,6688
platform: sensor.xknx,2575
developing,2576
api: monitoring,2577
py3.5,2578
handparser,6112
m3u backend,6113
scathing diatribe,4466
fixed in branch,2579
internal cleanup,6114
kind - invalid,2580
needs-testing,6115
s-wishlist,6116
platform: fan.dyson,2581
gwpy.signal,2287
programming mission,2582
c:b:wm,2583
working as designed,2584
relationship-related,2585
dafuq,6118
orchestrator/openstack,2586
verified:no,2587
autocomplete pallet,2588
platform: sensor.onewire,6119
next-minor-release,4604
needs relnotes,6120
pr-needs-rebase,6121
status:notrepeatable,2590
migrations-included,2591
phase: planning,2592
pr-needs-big-green-button-pushed,2593
tidying & optimisation,3243
topic - public api,6123
area:testenv-command-execution,2595
format-xyz,2596
flake8,6125
needs details,4010
stealth mode,2597
s:invalid:no information,2598
pr/hold,2599
platform: sensor.arwn,5787
platform: sensor.worldtidesinfo,2600
group/windows-client,2601
no action taken,2602
platform: sensor.scrape,6128
pr change needed,6129
enhancement/suggestion,6130
reso: invalid,4607
b-crash,2603
r=weppos,6131
component: media_extractor,6132
[needs] docs,6133
platform: sensor.citybikes,2604
severe,2605
area: i18n,2843
type:issue,2607
component:rich text,2608
western digital,6134
patch needs documentation,6135
proposed feature,6136
would love help,6137
dep-astropy,2609
geometry manager,2610
reso: upstream,2611
neon,2612
minor: added app feature,6139
component: mongodb broker (unsupported),2613
disable-while-busy,6140
platform: binary_sensor.rfxtrx,2614
send to staging,6141
setools/policyrep package,2615
type:for-contract,2616
area:building/executing,2617
reso: wontfix,2618
★ suggestions box,6144
needs changelog/docs,6145
level: novice,2619
mirrors,6146
assume-role,6147
curses-frontend,2620
platform: sensor.pocketcasts,6148
second review required,2621
platform: switch.mqtt,6149
critical bug,4467
new tool,6151
handler: tsdb,6378
talk-to: @markhalpin,2622
prioritized,6153
language / german,4863
backend/svg,2623
stat:chatting,5193
cla-needed,6154
loe needs detail,6155
difficulty: easy,2523
journalist_interface,2625
calendars,2626
gsoc-candidate,4611
won't fix myself,2627
trivial fix,2628
area: testing-infrastructure,6156
status/needs work,2629
c:plugins/vars,6157
cat: packaging,6158
bug report,2630
alma,5492
docs: developer,6997
prio-expedited,6159
cptbox,6160
devtestlabs,2631
open-source-contribution,2632
sanity,6161
oblivion,2633
pygments,6998
platform: notify.joaoapps_join,2634
area/artifacts,6162
support / clarifications,3701
dependency bug,6163
area/contentviews,6164
gsoc-project-idea,2635
templating,6165
3.0.0,6166
state: duplicate,2636
configuration component,6167
pull request available,2637
api not ready,2638
platform: image_processing.opencv,6168
rrule,2639
improves: ux,2640
easy-pickings,2641
module: organizations,2642
component: amqp broker,2643
difficulty 5,6170
difficulty 3,6171
difficulty 2,6172
legal,6173
difficulty 0,6174
virtual-dependencies,2644
validation & testing,2645
sql_lab,6224
fixed upstream,2646
todo piclock²,6492
ad leftover,2647
metropolis,6177
freedm,6178
haspatch,1400
qa bug fix,6179
wait-release,2649
platform: binary_sensor.maxcube,6180
.io.ndk,2650
type:examples,2651
comp-tsa,158
component: pyart.io,2653
type:question,2654
lint-ok,2655
language / hungarian,6181
test suite,6182
i have a dream,2656
migrationnewapi,2657
protocol upgrade,2658
component: usps,6184
ethereum,2659
cuda,6185
3 - being reviewed,6186
target: develop,2660
platform: vacuum.roomba,6187
researching,2661
status:feedback-needed,5198
waiting-for-contributor,6188
azurestack,2662
spinnaker,1029
scipy.odr,6190
2017.7.3,2664
mimeparser,6191
area: csr,6192
priority: 3. low,6193
good first issue,2665
maas 2.0,5795
shortlisted,6194
community input,6195
area: authentication,2666
platform: image_processing.openalpr_local,2667
api: video intelligence,6197
fanart,2668
feature-ironic,2669
zreleased - beryllium,2670
needs option,2671
platform: cover.xknx,6198
platform: sensor.tank_utility,6199
c:lint,1551
shorthand-parsing,2674
feature: dask for lazy data,6201
awaiting input,2675
fish,4615
area/packaging,2676
ooni-probe,2677
app:cfheadless,6202
delayed,2678
s:invalid:configuration error,2679
work needed,4985
exploitation-tools,2680
prio:3-serious,4247
status:invalid,6916
boswatch,6203
deprecated?,6204
major: api break,2681
pdep,2682
oauth1,6205
oauth2,6206
hardware-issue,2683
bug: reproducible,2684
codalab 1.5,4617
summer project,2685
utilities.codegen,1630
priority - low,6208
platform: media_player.braviatv,7006
license scan,6209
with description,2688
vimwrapper,2689
bug-in-cca-tool,2690
task signatures,6210
.clients.arclink,6211
fixed in dev branch,2691
topic - target option,2692
no replicable,6212
good-for-hackathon,4619
btsync-server,6214
platform: fan.zwave,2693
sphinx-ext,4572
tag: component: docs,2694
documentation change,2695
reliability,2696
in discussion,4023
installation problems,2697
moves,2698
milestone-1.3.0,2699
talk-to: @vojtechjelinek,6219
platform: sensor.file,6220
workaround exists,6221
patch need improvement,6222
questions_about_game_theory,6223
tests passed,4622
component: visuals,6225
collector: mesos,6226
new chart,6227
cli toolkit,7148
reference viewer,6228
objectscounting,2701
announcements,6229
type/question,2702
polar,2703
potential-bug,2704
resource/account,4017
platform: windows,2705
needs-more-testing,2706
type/dependencies,6290
changes needed,6231
zaius,2707
pr_needs_update,6232
stat:reopened,6233
area/system,6234
core/kubernetes,6235
reviewer-team,2708
pypln-monitor,6236
build/update,6237
pulseaudio,2709
area/documentation,2710
cloudformation package/deploy,6239
dayone,6240
decision required,4623
component/guest-plugin,2712
e:python-3.3,6243
ruleset-enhancement,6890
needs_docs,2713
hdmi2***,2714
strings,2715
needs-user-input,2716
platform: media_player.onkyo,2717
issue-wontfix,2718
python api,6244
priority: blocker,6245
new-package,2719
pr wanted,2720
platform: recorder.migration,1840
collector: snmp,2722
owner_pr,2723
1.0-cleanup,5074
component: code quality,6246
collector: kafka,6247
pty,6248
tag: component: tests,7013
difficulty 13,4591
component: counter,6249
part-completion,2724
vtk-bug,2725
v3.3,6251
area: gentoo,2726
v3.0,6253
platform: sensor.gtfs,2727
affects core,6254
wms,2728
requires user input,6255
platform: notify.hipchat,6256
mac osx,2729
c:parsing/mod_args,2730
c-search,4031
collector: processresources,6257
guessit,3801
wmm,2731
component:help,2732
user-support,6258
presentation,6259
to be tested,6260
hangups issue,2733
theme:best-practices,2734
io latex,2735
needs closer look,6263
for-new-contributors,6753
domains:cpp,4033
platform: camera.netatmo,6264
mediumpriority,1676
platform: remote.itach,2737
comp-distributions,2738
type: ux or dx (user experience or dev experience),1942
sublime 3,2740
future package,6266
not a bug / already fixed,6267
good-to-merge,1955
helpme,6268
virt-qemu,5445
scope: core,953
ukidss,2742
status-externaldependency,6269
wpilib compatibility,6270
hard / long to implement,2743
thirdparty/aio,2744
roadmap issue,1983
stat:needs-review,2746
operating system: windows,2747
type-docs,2748
language / irish,2749
core cli behavior,6272
need help !,6273
needed by: rackspace intelligence,4036
contrib: low-hanging fruit,6274
syslog,6275
more info required,2751
type:bugfix,5207
scope: rando,2752
core.cache,2753
packages issue,2754
component: volvooncall,6276
platform: climate.ecobee,2755
focus - codelist,6277
z-?? app.py cluster,5808
snippets,2756
feature:deprecate,2757
c-l,2758
esp:sparkpost,6278
status: has patch,2759
comp-stats,6280
platform: cover.abode,2760
next big thing,6281
c:playbook/base,2761
date handling,2762
[wip],2056
tokenization,5208
segmentation,6283
x: sourcesure,6395
platform: device_tracker.icloud,6285
non-cylc bug,6286
mega-thread,6287
c:utils/color,6288
codebase,6289
handler: signalfx,2765
kronos,2766
clarequired,4937
area: settings (admin/org),2090
component: homematic,6291
onhold,2768
dogshell,6292
work: back-end,5210
side-effects,2769
bugfix_pull_request,6293
zenodo,4956
status:rejected,6397
third-party issues,2770
fixed in next release branch,6296
exceptions/warnings,2771
requirejs,3469
lv: hard,2139
needs-dicussion,2142
platform: light.hue,5212
gwpy.table,2145
instructor-training,6418
options,6299
sprintable,6300
format-gromacs,5304
high level goals,6302
need:documentation,2774
v0.9.0,1683
status/duplicate,6303
platform: device_tracker.owntracks_http,6304
status/5-cherry-pick,5266
area: dependencies,6305
glitch,2776
core: front end,4757
needs-verification,6306
jrs,2777
platform: sensor.yahoo_finance,4038
talk-to: @prasanna08,6308
1 - normal,6309
information needed,2778
external/dependency issue,2779
0.2 - kryptonite,6310
new command(s),6311
dev: content,6312
component: downloads,4643
developer-experience,6313
patch-needs-work,6314
script parsing,6315
target: command-line,2780
converters,6316
no module,6317
difficulty:medium,2240
prio:major,2783
component: scintilla,2784
short term,5814
app:account,2785
type: specification,2786
lightcurve,2787
resource/vpc,6319
feature-zmq,2788
status/review-needed,6320
topic - search,6321
error email noise,6322
c:playbook/playbook_include,2789
platform: light.xiaomi_philipslight,6324
platform: camera.axis,2790
其它,2791
1 - backlog/long term,6325
platform: notify.telegram,2792
api: trace,6326
bug:high,2793
release blocker,2794
webui/api,2795
collector: nagiosperfdata,3474
res/duplicate,2796
warn: backward compatibility breaker!,2797
reshaping,2798
pr provided,2799
status: fix-provided,2278
new-vtk-version-compat,6331
challenging,6332
trivial effort level,4276
patch needs tests,6334
type_story,6335
related discussion,2801
voided,2802
comp-tools,4569
platform: sensor.arest,2803
x: icc,5817
migration-guide,6337
backends/gce,2804
revit 2017 api,2805
service discovery,2806
on_hold,2807
status: needs review,2808
api coverage,2809
platform/mac,2367
ledger,2811
introduced: 10,6748
backends/container,6339
component: statistics,4637
pygame,2812
do not merge yet,2813
magpis,6340
demoparty,6341
comp-formula,2814
status/fixed,6342
platform: sensor.usps,4292
scipy.sparse.csgraph,6092
simplicity,6344
planned feature,2815
mod: sync,2878
bug-in-plugin,2817
platform: binary_sensor.rest,2879
non breaking,5290
rbac,6347
status:needs docs,6348
reso:invalid,2818
status: build pending,2819
topic: marks,6349
platform: scene.lutron_caseta,2820
platform: binary_sensor.eight_sleep,6350
refactoring/cleanup,5177
status/in-progress,6351
platform: sensor.fedex,2463
k-related-work,7037
need more details,2822
reindex/migration,2823
image processing templates,2468
image-preview,2824
pr: released,2825
cannot understand,6355
board-atlys,2826
pr: work-in-progress,6356
platform: light.mysensors,4642
target: api,6358
type: example,2827
platform-support,2828
dataset bug,7038
c:core,2829
area: suse,2830
feature/wishlist,6360
comp_folclor,2831
area:syntax,6362
helm,2832
post launch - high priority,2833
fiabilite-calculs,6363
collector: mail,6364
unverified,6365
blocked by other work,6366
systemd,2834
nubank,2835
component:ui,7085
platform: binary_sensor.vera,2836
verificar implementação feita,6215
merge-when-ci-passes,6367
platform: alarm_control_panel.concord232,6368
needs-more-tests,6369
not-an-issue-but-a-question-use-our-mailing-list,2837
documentation bug,6370
numba1.0,6371
14 prio: low,5968
systems,2838
status:design-decision-needed,2839
project: legacy switch off,6372
component-selections,1028
component: project infrastructure,2840
kind/usability,2841
non-flexget resource,6408
@@jabrams,6373
needs debugging,6374
please-help,2842
new tutorials,6375
rws,2606
core python,2844
plat: firefox,2845
a-gui,6376
linking,2846
ux/ui,6377
c-front,2847
stat:needs-revision,2848
c:executor/playbook_executor,2849
c:plugins/connection/persistent,6379
blockwise,6380
beginner-friendly,2850
automigrated,6381
no-action-taken,6382
prio-3-medium,4649
feature: later,2851
plugin: freeimage,2852
component: eight_sleep,6384
build / ci,2853
lang:php,2663
11–20 stars,2854
not an issue,2855
platform: automation.time,2856
platform: binary_sensor.knx,6388
ready-for-implementation,6389
under testing,2857
impact: small,6390
type analysis,2858
waltham shutdown,6391
trusty,2859
reproduction needed,6392
type-bug-wrong,2860
discussion_topic,2861
browser: firefox,2862
platform: weather.openweathermap,2863
nice for beginners,2864
client/javascript,6393
affects release,6394
wip-testing,2865
opsys-bsd,2866
blocked-by-release,2867
platform: tts.amazon_polly,5830
input-stream,2869
multimonitor,2870
geoexplorer-integration,6396
component-instances,2871
platform: sensor.worxlandroid,6398
platform: sensor.miflora,6399
language / russian,2872
area: documentation (developer),2873
area: pyca,2874
trakt,5229
gtk bug ?,6400
component: devhub,7046
awaiting-changes,2875
component: django,6401
component: codeintel,2876
status: acknowledged,2877
platform: switch.vera,5230
¯\_(ツ)_/¯,6102
talk-to: @shubha1593,6402
notify-on-release,2816
skill developent,6403
area: compatibility-test,2880
status:fixed,2881
to validate,2882
needs-qa,6404
feature enhance,6405
bug-windows,6406
jottafuse,2883
platform: zwave.workaround,6407
legacy-script,2884
el capitan,2885
z backport 2.2.2,6409
does-not-merge,6410
z backport 2.2.1,6411
ready to implement,6412
stdlib,6413
needs-feedback,2886
$100 reward,2887
cla-not-required,6414
platform: config.zwave,6415
component: places,2888
3rd party issue,6416
component-server,3821
gpg,6417
pinned,2890
not adopted,2891
type:deployment,6271
type: proposal,2892
platform: sensor.cpuspeed,6559
component: keyinput,2893
component: script,6851
has dependency,6420
root bug,2895
user reported,2896
c:vcs support,2897
selling,6910
pipelines,6421
elastic2-doc-manager,2899
component: process management,2900
format-mmtf,6422
e:freebsd,2901
unarchive,2902
io.js,6423
feature-logged,2903
cython/c++,2006
privacy / security,6424
platform: switch.mfi,2905
appfreeze,2906
needs test coverage update,2907
fixed pending review,2908
under review and tests,2909
platform: sensor.opensky,2910
android-story-detail,2911
nice feature™,6425
kindle,2912
source/encoding,6427
bug-irreproducible,2913
continuous integration,2914
c:vars/variable_manager,2915
opinion needed,1707
urgently,2917
pr: don't merge - rejected,6429
cont_texts,6430
bug :(,6431
base classes,2898
component-aux,2919
need collaborator,6432
quantifiedcode,2920
autograding,6433
defects,5574
? question,5837
python-2.3,2921
speculative,2922
vim-vimlparser,6387
scotland,2923
backport-0.8.0,6437
component: velbus,6754
mpl_toolkit,2924
platform: alarm_control_panel.satel_integra,6438
admin panel,2925
text addition,6440
lib/worker,2926
under consideration,6441
needs-no-action,2927
raspberry-pi,2928
lvl:major,2929
2 - current sprint,3720
category: experimental features,2930
package:python3,2931
immediate,6442
deployment-issue,6443
tag: bug,2932
mulheres,6444
save-load,6445
needs: patch,5841
异步,2933
a:segment,6446
performances,2934
testing phase,2935
platform: sensor.waqi,6448
caching,6449
unclear bug,2936
64bit,6451
squash / rebase,6452
user-text,1777
security-hardening,6453
n - import and conversion,6454
effort: low,2937
post launch - low priority,6455
needs reply,6456
system specific,6457
to investigate,6458
block rendering,1711
area/outputs,2939
pr-needs-one-more-review,6460
io stata,2940
e:macos,2941
c:cli/vault,6461
ship it,2942
component:outline explorer,2943
b - enhancement,2944
pr almost there,2945
group chats,6463
qgis3,2946
platform: sensor.mint_finance,6336
friendliness/unfriendly,2947
platform: sensor.hydroquebec,2948
q/r,6927
need test case,6465
mqtt-bridge,6466
goals: i18n,6467
invoke,6468
needs-cherrypick,6469
component: media_player,6470
needs-release-note,2949
platform: binary_sensor.threshold,2950
component: synapses,2951
medium-priority,6471
unmet dependencies,2952
i - blr,2953
area: message-editing,6472
referencing,2954
c:plugins/connection/docker,2955
to-be-explored,2904
path handling,6474
email (built-in),2957
z-?? storyframe.py cluster,2958
boost,2959
status:unreproducible,2960
glue.dialogs,7057
auto-migrated,2961
bug_report,2962
priority : high,4805
component: nuimo_controller,6478
python-other,6479
platform: notify.sendgrid,2963
type-task,4667
needs syntactical revision,2964
voctogui,1918
component-decorators,2225
difficulty:easy,6482
need-improvement,2966
