Source,Target,Weight
783,1307,3
784,1909,1
784,3282,1
784,82,1
784,653,5
784,5834,2
784,57,1
784,6792,3
784,1331,1
784,865,3
784,6096,4
784,3,2
784,1663,4
784,4255,1
784,33,2
784,6170,3
784,504,2
784,1250,1
784,2582,2
784,6169,3
784,5485,1
784,6886,1
784,6171,4
784,6172,4
784,3093,2
784,6174,2
784,3338,2
784,2165,1
784,6018,2
784,2536,2
784,5201,1
784,272,2
784,2048,1
784,5649,1
784,243,7
784,3744,1
784,4735,1
784,4609,1
784,4591,2
784,64,7
784,731,1
784,78,1
784,2170,1
784,3526,5
784,3997,1
784,3717,1
784,2284,4
784,4710,1
784,3802,8
784,19,2
784,6208,4
784,6962,1
784,3721,1
784,1150,2
784,6650,3
784,3979,1
784,1938,1
785,82,2
785,653,8
785,1746,2
785,19,3
785,113,3
785,115,3
785,1139,4
785,134,4
785,29,1
785,5555,3
785,943,2
785,1539,2
786,78,8
786,3587,1
786,3122,2
786,3503,14
786,5090,1
786,5270,1
786,3604,1
786,6374,5
786,3489,6
786,6402,1
786,90,4
786,163,6
786,5174,7
786,2665,1
786,6219,4
787,10,1
787,6145,2
787,6468,1
787,57,7
787,1213,1
787,19,3
787,154,1
787,280,2
787,1069,1
787,3637,1
787,3626,1
787,3936,1
788,6018,1
788,2150,3
788,653,9
788,1508,1
788,3209,1
788,5385,1
788,207,1
788,2364,1
788,705,1
788,895,2
788,4181,1
788,19,10
788,905,17
788,4552,5
788,6602,1
788,2090,1
788,2665,10
788,3143,1
788,6704,1
789,1053,1
789,653,3
789,905,3
789,144,1
789,1539,1
789,4234,1
789,5197,3
789,5644,1
789,826,2
789,6018,4
789,3152,2
789,157,1
789,433,3
789,2379,1
789,731,3
789,49,1
789,4926,1
789,5019,2
789,19,4
789,733,1
789,2337,1
789,1188,4
789,2794,4
789,138,1
790,3996,1
790,2065,2
790,19,3
790,5172,1
790,13,1
790,14,9
791,13,2
791,82,8
791,653,8
791,4194,6
791,57,28
791,36,1
791,229,1
791,2855,1
791,2364,137
791,792,3
791,5504,20
791,6784,2
791,307,2
791,990,1
791,6710,1
791,1713,1
791,2778,2
791,3505,3
791,6250,32
791,6040,1
791,5984,1
791,3334,8
791,719,1
791,3453,3
791,868,1
791,6,1
791,1134,17
791,426,7
791,4404,5
791,625,1
791,2300,2
791,7039,1
791,2746,3
791,693,9
791,89,12
791,39,1
791,58,2
791,5008,1
791,3674,1
791,3006,1
791,2840,22
791,2498,12
791,1839,3
791,421,2
791,7043,26
791,5369,2
791,4044,8
791,2868,1
791,4274,2
791,3011,3
791,6602,1
791,7075,12
791,6319,3
791,941,2
791,2568,1
791,5057,1
791,215,1
791,47,3
791,5406,1
791,5822,8
791,4923,1
791,1495,1
791,943,13
791,218,1
791,731,1
791,7040,3
791,3774,1
791,1153,11
791,2794,2
791,3613,58
791,19,90
791,4478,3
791,70,1
791,6239,2
791,982,2
791,134,1
791,277,1
791,2513,2
791,4330,1
791,105,11
791,253,11
791,1792,2
792,731,1
792,1839,1
792,82,1
792,1153,1
792,57,5
792,7075,1
792,19,3
792,791,3
792,5280,1
792,5504,1
792,4923,1
793,3334,4
793,5164,1
793,4957,1
793,2216,2
793,4655,3
793,2338,5
793,5702,12
793,2053,4
793,4101,21
793,2601,9
793,314,3
793,4540,5
793,5996,2
793,821,15
794,653,1
795,5867,3
795,6325,1
796,57,2
796,3680,4
796,19,9
796,1136,1
796,280,2
796,1069,8
796,3637,1
796,134,1
797,2655,7
797,1643,1
797,82,2
797,653,5
797,57,1
797,272,1
797,6880,1
797,1038,1
797,19,8
797,4107,1
797,320,1
797,4845,3
797,1908,1
797,4665,12
797,134,1
797,2056,2
797,4140,1
797,2061,1
797,1559,1
798,5363,1
798,2990,3
798,7142,1
798,3,12
798,4355,2
798,57,5
798,229,3
798,4619,3
798,1067,8
798,2969,1
798,424,3
798,3897,3
798,2625,9
798,6467,8
798,5540,3
798,1487,2
798,6589,14
798,5438,1
798,372,1
798,49,1
798,6024,1
798,75,2
798,1679,4
798,19,2
798,2364,3
798,4670,2
798,134,9
799,19,1
800,4508,1
800,82,3
800,653,2
800,2719,1
800,57,1
800,3235,1
800,6694,2
800,990,1
800,2267,1
800,4622,3
800,1864,13
800,7168,1
800,4094,5
800,6582,6
800,1312,3
800,7154,1
800,769,2
800,6764,2
800,1136,1
800,3655,1
800,6185,1
800,1838,2
800,5401,1
800,4810,1
800,17,3
800,6926,1
800,1205,2
800,754,5
800,215,1
800,1646,1
800,2417,1
800,1662,5
800,3273,1
800,1953,1
800,586,1
800,731,1
800,1957,2
800,557,4
800,3074,2
800,19,2
800,280,22
800,5294,3
800,134,2
800,848,1
800,105,5
800,6569,8
800,805,2
801,287,1
801,2408,2
801,6890,3
801,498,1
802,19,1
803,61,1
803,4076,1
803,5492,1
803,520,1
804,272,2
804,39,1
804,653,2
804,19,2
805,82,2
805,653,1
805,1010,1
805,57,34
805,905,1
805,6694,1
805,990,3
805,4622,6
805,5810,4
805,719,3
805,1864,12
805,4766,3
805,4532,14
805,6582,24
805,1312,13
805,7154,11
805,2729,11
805,6764,3
805,1136,4
805,936,1
805,4094,17
805,4262,2
805,1838,8
805,4893,1
805,6892,1
805,177,4
805,754,4
805,3682,1
805,1147,10
805,13,2
805,108,1
805,4293,3
805,1662,22
805,586,8
805,17,18
805,5796,2
805,1957,1
805,3504,1
805,557,8
805,3074,7
805,128,1
805,19,4
805,253,5
805,3402,7
805,280,49
805,813,2
805,5294,2
805,4655,9
805,134,1
805,6569,9
805,1307,2
805,3223,2
806,653,5
806,57,8
806,3338,1
806,5112,2
806,26,3
806,417,6
806,6659,1
806,3890,1
806,5838,1
806,3920,1
806,319,1
806,538,1
806,826,2
806,5008,1
806,6833,1
806,272,1
806,1144,1
806,180,1
806,3742,2
806,3683,1
806,433,1
806,6774,1
806,1675,1
806,4238,1
806,5886,1
806,19,4
806,306,2
807,653,3
807,2887,1
808,6710,7
808,39,7
808,19,1
808,90,1
808,57,1
809,6487,5
809,5904,3
809,2665,1
809,2139,5
809,1338,1
809,3599,1
809,1990,2
809,5259,8
809,5970,3
809,913,5
809,4218,1
809,6000,1
809,1832,4
809,4460,1
809,105,2
809,2084,7
810,1592,2
810,903,24
810,228,1
810,229,164
810,6,3
810,6367,8
810,5933,60
810,520,7
810,3942,1
810,3463,14
810,462,2
810,3396,50
810,831,12
810,3065,3
810,7072,6
810,126,15
810,5492,2
810,19,100
810,603,3
810,1754,12
810,813,10
810,1273,42
810,4931,9
810,653,37
810,3412,12
810,594,20
810,28,1
810,7084,30
810,601,8
810,5587,1
810,823,4
810,4282,82
810,3759,6
810,4511,12
810,36,17
810,6978,1
810,1285,1
810,5175,1
810,5845,2
810,4954,2
810,157,7
810,3873,35
810,943,13
810,3097,4
810,731,2
810,4739,3
810,6991,16
810,4533,1
810,97,2
810,496,2
810,3439,3
810,532,11
810,6576,4
810,5499,21
810,61,1
810,169,8
810,4655,6
810,174,7
810,873,3
810,177,14
810,296,5
810,3576,2
810,1440,39
810,2112,6
810,4041,2
810,5334,11
810,4869,9
810,4871,1
810,409,41
810,984,7
810,82,7
810,769,24
810,84,10
810,420,2
810,773,9
810,5006,16
810,1694,2
810,6340,1
810,318,5
810,894,4
810,1111,47
810,433,131
810,2026,42
810,5914,1
810,6921,7
810,1122,2
810,13,15
812,779,2
812,1417,4
812,3169,1
812,1054,3
812,172,5
812,5877,4
812,357,2
812,4373,3
812,6911,9
812,7013,1
812,5041,22
812,2893,1
812,484,3
812,308,1
812,1539,7
813,5364,3
813,903,14
813,3830,9
813,905,1
813,5805,1
813,1,1
813,1826,1
813,1828,3
813,6,10
813,3171,4
813,3627,31
813,3173,9
813,5814,2
813,3463,30
813,462,6
813,10,1
813,919,14
813,5378,11
813,3622,1
813,13,30
813,3637,1
813,5381,1
813,1845,61
813,6455,6
813,19,207
813,6718,11
813,653,229
813,1996,2
813,1394,18
813,932,2
813,4511,5
813,36,15
813,484,19
813,4708,1
813,2056,3
813,6283,1
813,262,19
813,5848,28
813,3661,1
813,47,1
813,48,2
813,3218,1
813,2307,1
813,2771,1
813,493,1
813,309,8
813,496,1
813,3666,6
813,4798,1
813,6576,6
813,57,2
813,58,2
813,3669,12
813,957,7
813,1888,2
813,3234,1
813,2946,1
813,386,1
813,70,1
813,4545,12
813,973,1
813,515,2
813,2787,1
813,4552,2
813,3687,1
813,1440,52
813,520,1
813,78,14
813,3186,1
813,6325,2
813,978,12
813,2794,10
813,1902,10
813,1447,8
813,981,5
813,3692,1
813,984,4
813,5444,1
813,82,31
813,4109,1
813,4097,3
813,4570,1
813,990,2
813,1466,1
813,2348,1
813,1460,1
813,5006,14
813,5034,2
813,90,9
813,543,10
813,3308,6
813,2815,5
813,4582,2
813,550,2
813,1001,1
813,2364,11
813,5914,4
813,4115,5
813,6921,20
813,3720,1
813,3112,1
813,105,7
813,6823,1
813,2833,3
813,4139,1
813,726,1
813,6367,4
813,1015,1
813,5933,72
813,115,2
813,1016,12
813,4577,1
813,1700,2
813,4149,3
813,580,6
813,3296,16
813,2621,10
813,126,4
813,4156,1
813,1500,2
813,589,16
813,1754,3
813,5751,1
813,5944,1
813,134,6
813,5946,4
813,5499,18
813,2394,4
813,865,28
813,594,2
813,7140,6
813,144,1
813,145,2
813,601,20
813,1516,5
813,3759,1
813,3618,1
813,605,5
813,1520,3
813,6394,2
813,154,2
813,4181,5
813,157,6
813,4630,3
813,5514,9
813,5427,1
813,4632,1
813,5968,1
813,2428,2
813,3322,1
813,1922,12
813,4655,2
813,6875,5
813,5524,3
813,2830,1
813,166,3
813,3329,1
813,4193,6
813,5528,1
813,5083,2
813,1539,10
813,4058,6
813,6884,1
813,637,5
813,177,23
813,2898,17
813,216,4
813,5556,4
813,2900,8
813,4664,1
813,1083,3
813,185,12
813,6903,14
813,188,3
813,5105,2
813,3806,4
813,277,1
813,200,3
813,656,2
813,1097,5
813,6010,3
813,2470,9
813,661,2
813,3820,12
813,2925,1
813,6018,1
813,4230,4
813,1111,33
813,218,1
813,2026,20
813,3372,10
813,1589,13
813,6449,1
813,1592,1
813,228,2
813,1173,1
813,229,27
813,4249,7
813,1127,3
813,687,1
813,3833,1
813,2491,1
813,1136,6
813,3839,7
813,3393,25
813,238,10
813,3396,22
813,3846,2
813,2054,1
813,1626,1
813,4271,1
813,3406,1
813,1160,1
813,1530,1
813,3338,1
813,3412,1
813,6969,1
813,5597,5
813,5929,1
813,4282,85
813,5606,4
813,259,7
813,1638,6
813,3391,3
813,3867,11
813,2534,2
813,2524,1
813,272,3
813,273,2
813,6074,1
813,4735,8
813,1662,1
813,731,31
813,4738,1
813,6991,6
813,280,2
813,734,1
813,3439,7
813,6514,4
813,2096,1
813,5913,2
813,5640,1
813,2380,1
813,2562,3
813,5200,2
813,1875,2
813,296,2
813,754,1
813,7013,2
813,7014,3
813,3016,1
813,3465,1
813,4809,1
813,3468,12
813,769,18
813,1877,12
813,773,18
813,6588,2
813,3480,13
813,3036,3
813,318,1
813,6557,39
813,320,1
813,162,3
813,5688,8
813,3048,15
813,2150,6
813,1706,3
813,3928,2
813,1240,12
813,5696,22
813,6568,1
813,5697,4
813,3065,2
813,326,1
813,3501,2
813,5706,11
813,344,1
813,4804,7
813,4374,10
813,4808,6
813,2164,2
813,3514,8
813,5712,1
813,4812,1
813,2627,1
813,2628,1
813,805,2
813,2629,2
813,1498,2
813,2174,9
813,2630,6
813,810,6
813,2177,1
813,5270,5
813,1268,1
813,5273,1
813,1273,11
813,4844,2
813,5753,7
813,5277,5
813,1749,1
813,358,1
813,6602,7
813,7084,15
813,362,2
813,5289,2
813,831,12
813,6610,3
813,5300,2
813,5736,1
813,372,1
813,3097,13
813,3100,2
813,7102,1
813,123,3
813,5315,35
813,4845,1
813,5943,4
813,6193,6
813,2665,15
813,1307,3
813,389,1
813,3116,7
813,6889,1
813,394,1
813,2675,1
813,4441,3
813,3572,6
813,4858,9
813,869,3
813,4860,1
813,7134,1
813,2235,1
813,1324,3
813,3126,1
813,4869,38
813,5336,2
813,409,75
813,416,4
813,417,11
813,3873,28
813,423,7
813,4012,1
813,887,6
813,4892,5
813,4469,4
813,3151,3
813,432,13
813,2108,1
813,894,11
813,433,15
813,5354,1
813,3159,2
813,5799,1
813,4023,1
813,7172,1
814,653,1
815,3103,1
815,653,1
817,17,3
817,2066,1
817,9,1
817,1535,1
817,4098,1
817,4366,7
817,3957,1
817,280,3
817,4422,7
817,845,1
818,3595,1
818,3091,2
818,654,1
818,612,1
818,5440,2
818,2245,6
818,2311,1
818,4950,1
818,5705,1
819,19,1
821,3409,2
821,2085,3
821,5164,25
821,2437,7
821,2216,2
821,5702,61
821,571,6
821,4166,4
821,793,15
821,4474,1
821,3334,64
821,1862,1
821,2053,10
821,625,2
821,943,3
821,2496,1
821,314,7
821,91,1
821,4146,1
821,4205,1
821,45,1
821,3948,2
821,4101,95
821,5265,13
821,2601,6
821,4751,2
821,5996,2
821,923,2
821,4764,1
821,3879,6
821,4129,5
821,4957,10
821,4106,5
821,4107,1
821,1268,1
821,935,1
821,2338,55
821,4655,2
821,148,1
821,5497,1
821,2989,4
821,13,1
822,17,3
822,6762,1
822,3527,4
822,9,1
822,2108,1
822,4366,5
822,1325,1
822,7162,1
822,280,1
822,1589,3
822,5249,1
823,177,2
823,82,1
823,653,4
823,4282,9
823,769,4
823,4511,8
823,2026,1
823,229,2
823,810,4
823,6991,2
823,594,1
823,5006,1
823,1111,1
823,19,15
823,433,13
823,3873,1
823,174,9
823,7077,1
823,2112,2
823,773,2
823,1273,3
824,894,2
825,32,1
825,653,1
826,3133,1
826,6992,1
826,82,1
826,653,12
826,57,4
826,905,3
826,4645,1
826,2387,1
826,306,9
826,417,11
826,600,1
826,4234,1
826,6,1
826,6627,1
826,19,1
826,6980,1
826,462,1
826,395,1
826,3062,1
826,1467,4
826,806,2
826,2379,2
826,731,1
826,49,5
826,1408,1
826,5106,1
826,1162,1
826,5409,3
826,2123,1
826,5052,1
827,19,1
828,2781,2
828,280,1
828,6602,4
828,512,1
829,6426,17
829,19,1
831,5499,9
831,653,23
831,164,1
831,903,5
831,229,23
831,462,1
831,594,2
831,7084,2
831,601,1
831,773,3
831,4282,27
831,3759,1
831,4511,1
831,36,2
831,5933,4
831,2026,6
831,5006,5
831,1694,1
831,177,3
831,3396,10
831,894,5
831,1111,12
831,3065,2
831,433,8
831,3873,4
831,1440,8
831,2112,1
831,3463,3
831,810,14
831,126,1
831,7077,1
831,19,29
831,4869,1
831,943,1
831,6921,1
831,813,8
831,4655,3
831,6,2
831,409,7
831,3439,6
831,984,1
831,1273,14
832,5845,1
832,199,1
832,934,1
832,653,2
832,134,1
833,4566,1
833,653,8
833,4040,8
833,19,1
833,229,1
833,6094,2
833,1100,2
833,2665,1
833,2443,2
833,4888,2
833,3454,1
833,36,2
833,123,1
833,3666,1
833,5813,2
833,4730,2
833,3487,1
833,5712,1
833,5818,2
833,6835,5
833,3927,4
833,13,2
833,992,3
833,1463,1
833,515,1
833,1087,1
833,4022,3
833,1268,2
833,931,1
833,1754,1
833,813,2
833,2118,1
833,2548,1
833,1530,2
834,82,17
834,3536,7
834,531,1
834,355,4
834,166,2
834,6246,4
834,433,16
834,307,2
834,4651,1
834,84,1
834,6487,12
834,5604,2
834,3314,17
834,4370,1
834,2970,2
834,3754,2
834,36,3
834,1136,7
834,89,1
834,337,2
834,6912,32
834,2971,9
834,5765,23
834,5008,1
834,1463,2
834,5066,18
834,1204,1
834,1258,3
834,1956,4
834,4098,1
834,90,1
834,5037,23
834,3426,3
834,1058,1
834,1059,1
834,7046,5
834,1811,1
834,913,12
834,755,17
834,645,2
834,6767,7
834,206,22
834,237,46
834,4971,84
834,6326,1
834,3434,1
834,4528,16
834,2877,3
834,2364,2
834,3854,10
834,1856,2
834,7141,28
834,3619,3
834,2577,5
834,1828,5
834,6657,3
835,725,3
835,653,3
835,2006,3
835,127,4
835,5520,4
835,2734,3
835,945,2
835,2469,1
836,6152,1
837,17,5
837,222,1
837,5531,1
837,4366,9
837,4422,3
837,3941,1
837,280,1
837,2181,3
838,731,1
838,19,2
839,4511,2
839,1870,2
839,2961,2
840,287,1
840,3057,4
840,4198,1
840,1808,7
840,3732,3
840,530,1
840,1477,1
840,6890,1
840,5918,3
840,876,1
840,4254,1
840,4170,2
841,6812,1
841,3888,1
843,1074,11
843,5537,1
843,625,54
843,2216,3
843,2506,49
843,4399,32
843,1192,1
843,4253,1
843,4194,20
843,2996,2
843,145,4
843,2526,11
843,3780,2
843,6632,1
843,821,2
843,148,7
843,1862,58
843,3620,4
843,5760,10
843,1406,6
843,3054,1
843,5762,21
843,7131,7
843,4702,160
843,4764,71
843,5730,13
843,91,127
843,6290,6
843,4146,15
843,6928,11
843,6954,24
843,702,1
843,2355,4
843,6106,21
843,6612,23
843,3948,25
843,3949,19
843,3950,35
843,5686,19
843,585,1
843,5996,10
843,923,5
843,76,12
843,5154,1
843,2214,19
843,4129,8
843,5270,29
843,4791,1
843,2710,75
843,1927,5
843,3704,3
843,935,48
843,5497,25
843,252,23
843,6819,10
844,5994,1
844,5604,2
844,865,1
845,17,3
845,2066,1
845,817,1
845,4098,1
845,3527,1
845,1535,1
845,4366,8
845,3957,1
845,9,2
845,280,3
845,4422,8
847,769,1
847,564,2
847,57,4
847,4728,2
847,19,4
847,4437,1
848,731,1
848,82,2
848,782,1
848,2719,3
848,4784,1
848,57,1
848,1089,1
848,769,1
848,1,1
848,215,1
848,1646,2
848,19,1
848,7073,1
848,5938,1
848,105,2
849,731,1
849,3334,2
849,719,1
849,653,1
849,1134,2
849,19,3
849,791,2
849,5280,2
849,2513,1
850,6548,1
851,1008,1
851,3613,2
851,3754,1
851,6246,3
851,6194,4
851,4886,1
851,3058,2
851,1228,1
851,5010,1
851,1258,1
851,2045,1
851,6910,1
851,488,2
851,1055,4
851,7044,2
851,4098,5
851,4236,1
851,4528,2
851,19,4
851,3854,2
851,2258,1
851,2882,1
852,6062,1
852,3115,1
853,4845,1
853,653,1
853,813,1
853,3560,1
854,6883,1
854,57,7
854,5606,5
854,19,5
854,2652,1
854,1675,1
854,2833,2
854,6455,3
856,1673,1
856,1703,1
856,653,1
856,19,1
857,6293,1
857,2077,1
857,1046,1
857,1047,1
857,4453,2
857,1044,1
857,2962,1
857,426,1
857,653,1
858,4441,1
858,57,1
858,19,2
858,2358,1
858,3637,1
858,1559,1
859,17,2
859,9,1
859,2108,1
859,4366,6
859,455,1
859,2737,1
859,5612,1
859,6450,1
859,2581,1
859,6464,1
860,2723,21
860,1010,1
860,4797,3
860,1245,1
860,567,2
860,6138,2
860,3056,1
860,5576,1
860,5141,1
860,4803,1
860,112,1
860,7,13
860,2495,79
860,1833,1
860,1725,5
860,2044,10
860,1726,6
860,916,1
860,10,2
860,3633,69
860,2281,5
860,13,1
860,467,50
860,2955,1
860,3851,2
860,5044,3
860,6157,1
860,5268,1
860,2849,1
860,2509,1
860,19,11
860,6476,12
860,1384,1
860,2962,270
860,134,42
860,1629,187
860,2186,163
860,653,535
860,2180,2
860,5952,63
860,3648,10
860,4821,7
860,5392,26
860,600,1
860,1753,1
860,1042,20
860,1043,25
860,1044,81
860,1045,319
860,1046,282
860,1047,53
860,6489,5
860,5060,1
860,6733,1
860,561,1
860,2200,1
860,2056,30
860,1052,5
860,271,762
860,4411,8
860,5733,2
860,2539,1
860,3872,1
860,5071,23
860,3216,118
860,1979,1
860,4837,7
860,943,18
860,6461,1
860,731,1
860,49,1
860,6293,220
860,377,1
860,533,5
860,733,123
860,4655,6
860,3222,12
860,5191,2
860,3228,1
860,3564,23
860,82,3
860,6879,1
860,279,1
860,1425,2
860,387,2
860,1195,1
860,3001,25
860,1429,1
860,7002,2
860,1890,56
860,4436,2
860,3788,68
860,750,3
860,70,1
860,4544,1
860,1077,9
860,1203,19
860,4326,2
860,4099,3
860,7010,1
860,5328,5
860,4856,1
860,1677,54
860,771,2
860,931,1
860,874,83
860,7138,1
860,238,2
860,4055,1
860,2399,2
860,1035,2
860,1094,1
860,3256,3
860,769,1
860,4453,165
860,1564,1
860,306,94
860,3815,1
860,1662,3
860,4887,1
860,663,7
860,776,28
860,1482,3
860,7041,64
860,900,2
860,6667,2
860,3921,169
860,320,1
860,5650,1
860,4897,5
860,4127,1
860,434,4
860,1776,4
860,6265,1
860,3926,2
860,5192,3
860,557,15
860,2364,1
860,5564,1
860,6814,21
860,12,3
860,6940,2
861,5069,1
861,57,3
861,240,2
861,3123,1
861,19,4
861,6907,3
861,90,1
861,5162,1
862,4971,1
863,653,4
863,3164,2
863,905,1
863,1860,1
863,306,1
863,1789,2
863,1422,1
863,3540,1
863,3334,1
863,2529,2
863,19,3
863,314,1
863,914,1
863,96,1
863,5328,3
863,6049,1
863,731,1
863,49,1
863,978,2
863,4867,1
863,2338,3
863,6819,2
864,2826,1
864,82,1
864,3,4
864,57,5
864,905,6
864,2624,1
864,6003,3
864,653,21
864,2665,1
864,5754,3
864,1539,3
864,4964,1
864,172,8
864,665,4
864,5289,11
864,3421,2
864,1870,1
864,1328,1
864,462,1
864,6553,1
864,2224,1
864,272,2
864,754,1
864,1619,1
864,1675,2
864,731,1
864,6536,2
864,5270,3
864,19,9
864,280,3
864,5917,1
864,4990,2
864,163,1
864,2714,1
864,5238,1
864,105,7
864,4083,2
865,2174,4
865,326,1
865,3,1
865,683,3
865,3933,1
865,2273,2
865,445,1
865,905,1
865,2721,1
865,1,5
865,3622,1
865,2,1
865,449,2
865,2264,2
865,1597,2
865,1828,2
865,109,1
865,6531,1
865,2833,2
865,5041,4
865,6252,4
865,2719,3
865,1134,1
865,2492,2
865,9,1
865,4946,4
865,4446,2
865,1136,9
865,337,1
865,6829,10
865,4808,4
865,237,8
865,1837,1
865,6830,2
865,238,1
865,529,1
865,462,1
865,2343,1
865,78,1
865,215,16
865,229,3
865,464,1
865,6589,1
865,2501,4
865,5489,1
865,243,5
865,921,3
865,13,4
865,3053,2
865,3637,1
865,7073,1
865,5938,1
865,6678,10
865,4387,4
865,1849,2
865,4611,2
865,1225,2
865,3956,1
865,127,6
865,5270,5
865,3530,3
865,1155,1
865,19,5
865,6823,1
865,2961,1
865,1742,1
865,603,1
865,3529,1
865,813,1
865,376,1
865,134,3
865,1069,15
865,3857,1
865,3304,1
865,136,2
865,23,1
865,5320,1
865,6718,24
865,4191,1
865,4508,10
865,4614,1
865,3645,3
865,474,1
865,3531,1
865,6482,1
865,2536,1
865,4479,1
865,357,1
865,3116,1
865,7140,1
865,6911,2
865,6602,1
865,1280,1
865,145,1
865,600,1
865,589,2
865,1861,3
865,213,1
865,1623,1
865,4825,2
865,1170,1
865,4403,2
865,3839,1
865,5897,1
865,3620,1
865,36,4
865,2644,1
865,5289,3
865,484,1
865,3867,4
865,939,1
865,2144,1
865,2056,19
865,6431,2
865,5401,6
865,5511,1
865,2537,1
865,2202,1
865,1287,1
865,6492,3
865,234,1
865,3425,1
865,3767,1
865,3691,6
865,3095,1
865,157,8
865,320,1
865,47,3
865,279,5
865,6506,2
865,159,1
865,943,1
865,1875,2
865,6,3
865,731,30
865,49,4
865,377,4
865,1646,3
865,4526,1
865,405,1
865,6082,1
865,5854,1
865,5743,1
865,1763,6
865,160,1
865,161,1
865,2139,4
865,4849,19
865,97,5
865,5013,2
865,1299,1
865,1417,1
865,784,3
865,4084,1
865,3441,1
865,372,4
865,5976,2
865,58,10
865,284,1
865,2846,2
865,5979,2
865,433,7
865,2777,1
865,5052,1
865,1662,1
865,945,1
865,653,4
865,1663,24
865,6193,2
865,2665,5
865,1307,2
865,962,5
865,5424,17
865,3334,1
865,3892,1
865,3768,4
865,64,1
865,746,1
865,6311,3
865,2444,2
865,6926,5
865,4631,1
865,69,3
865,2364,4
865,70,24
865,3173,16
865,4319,1
865,393,1
865,6618,1
865,513,3
865,177,7
865,7009,3
865,3342,2
865,5741,1
865,1205,1
865,1010,1
865,4326,17
865,2108,4
865,860,1
865,1207,1
865,5106,4
865,1439,11
865,185,10
865,871,1
865,6641,5
865,520,1
865,4041,1
865,4666,5
865,57,5
865,6325,2
865,978,1
865,189,1
865,6424,10
865,3802,10
865,1089,12
865,6208,4
865,5775,4
865,3803,9
865,1619,9
865,460,4
865,4655,25
865,277,7
865,1329,2
865,558,1
865,417,26
865,5691,2
865,5664,1
865,82,1
865,1097,1
865,3471,1
865,769,1
865,4757,6
865,5409,3
865,1911,3
865,200,2
865,2629,1
865,2131,2
865,306,2
865,10,1
865,416,7
865,307,2
865,990,1
865,418,3
865,308,2
865,5410,2
865,272,13
865,5659,1
865,295,2
865,1568,1
865,172,10
865,479,1
865,3706,1
865,206,3
865,1776,1
865,3597,2
865,1643,1
865,3480,1
865,2591,1
865,3375,5
865,3034,1
865,2842,8
865,280,2
865,5156,1
865,4681,1
865,2746,7
865,1539,1
865,5902,1
865,3709,1
865,259,3
865,6792,11
865,297,5
865,3152,1
865,2386,3
865,4886,1
865,4230,3
865,754,1
865,3042,2
865,163,2
865,5604,1
865,894,1
865,5327,1
865,6347,1
865,2743,4
865,3824,3
865,5549,2
865,3273,3
865,2544,1
865,3510,1
865,4237,1
865,3157,2
865,1932,1
865,2150,1
865,5177,3
865,5842,2
865,1116,2
865,848,1
865,557,6
865,1706,2
865,1934,3
865,2935,1
865,5994,6
865,3356,1
865,1123,3
865,437,2
865,310,1
865,1035,2
865,4692,1
865,209,1
865,6679,7
865,4462,2
865,3829,4
865,105,17
865,1591,4
865,6452,1
866,2121,2
866,653,23
866,340,14
866,19,9
866,6113,1
866,26,1
866,280,4
866,3211,2
867,1839,1
867,82,1
868,3334,6
868,1153,1
868,57,2
868,7075,1
868,19,3
868,791,1
868,5406,1
868,4923,1
868,2746,4
869,1669,1
869,92,19
869,719,11
869,82,2
869,653,42
869,4971,3
869,272,2
869,199,1
869,163,5
869,6557,9
869,1623,1
869,6764,9
869,982,1
869,813,2
869,13,1
869,19,12
869,905,3
869,6747,2
869,449,10
869,462,3
869,1675,5
871,3198,1
871,326,4
871,653,14
871,474,2
871,19,2
871,865,2
871,5280,1
871,82,5
871,392,7
871,990,1
871,6485,1
871,3356,2
871,772,4
871,1539,4
871,3334,8
871,3892,3
871,1134,1
871,2746,1
871,5289,2
871,90,8
871,370,1
871,3419,1
871,163,2
871,1700,1
871,6602,1
871,47,2
871,4923,1
871,3876,2
871,731,3
871,1116,4
871,1155,4
871,5854,4
871,4052,1
871,6239,3
871,1327,1
871,4849,1
871,764,4
871,1822,2
871,2513,1
871,1123,3
871,4161,2
872,3855,1
872,851,1
872,6194,1
873,810,1
873,4931,1
873,4282,2
873,3396,2
873,19,5
873,6991,1
873,5933,2
873,5006,1
873,1111,1
873,813,1
873,433,7
873,3873,3
873,3463,3
873,1273,5
874,2723,19
874,4485,2
874,1245,2
874,567,2
874,6138,1
874,330,1
874,4593,1
874,3056,1
874,5576,1
874,4803,1
874,7,6
874,2730,1
874,2495,79
874,6814,25
874,4797,7
874,2044,1
874,1726,4
874,5148,1
874,3633,1
874,5044,7
874,467,3
874,2955,2
874,3851,1
874,1740,1
874,6157,2
874,5268,2
874,2849,1
874,6379,12
874,2509,4
874,245,1
874,2180,5
874,6476,10
874,1384,3
874,4055,2
874,134,25
874,1629,97
874,2186,1
874,653,6
874,6849,1
874,5952,8
874,3648,21
874,4821,32
874,5392,14
874,1753,1
874,1042,1
874,1043,9
874,1044,4
874,1045,3
874,1046,13
874,1047,7
874,2962,17
874,6733,2
874,2761,1
874,2200,2
874,2056,17
874,1052,1
874,271,151
874,4411,2
874,2539,2
874,3872,2
874,5071,3
874,3216,115
874,1979,2
874,4837,5
874,943,1
874,2983,1
874,6461,2
874,6293,8
874,2077,1
874,533,118
874,733,3
874,7002,14
