Source,Target,Weight
2002,3331,2
2004,7343,2
2004,8426,2
2004,8242,1
2004,3125,3
2004,1381,2
2004,2225,1
2005,6497,1
2006,6980,1
2006,2938,1
2006,644,3
2007,1384,1
2008,8176,2
2008,889,12
2008,3714,1
2008,2865,4
2008,3331,10
2008,3228,3
2008,6497,8
2008,7690,2
2009,2190,3
2009,8115,8
2009,7762,10
2009,414,1
2009,3331,25
2010,2182,3
2010,4252,2
2010,582,1
2010,3426,1
2010,4869,1
2010,4984,1
2012,8620,1
2012,6722,1
2012,4990,4
2012,7419,2
2012,106,2
2012,7003,4
2013,1798,1
2013,6417,2
2013,6497,5
2014,7966,4
2014,6993,5
2014,2582,2
2014,5631,2
2014,3421,3
2014,2997,1
2014,102,1
2014,8714,4
2014,5429,3
2014,4504,1
2014,414,2
2014,8635,1
2014,788,1
2014,3618,4
2014,4167,1
2015,102,1
2015,1101,1
2016,5647,3
2016,146,2
2016,2084,1
2016,3331,3
2016,6497,1
2018,5405,1
2018,3594,1
2018,1265,1
2018,1254,1
2019,3687,4
2019,6764,4
2019,2347,3
2019,7994,2
2019,2145,1
2019,282,12
2019,4332,5
2019,7993,6
2020,2620,3
2020,6497,2
2020,4751,1
2020,3331,1
2021,3298,8
2021,2644,26
2021,5405,22
2021,7257,18
2021,8519,100
2021,376,3
2021,1254,1
2021,7912,6
2021,3920,3
2021,3921,114
2021,1262,2
2021,1263,5
2021,1264,14
2021,1265,39
2021,1266,56
2021,1267,11
2021,801,1
2021,935,2
2021,3020,5
2021,4590,3
2021,6930,1
2021,8604,10
2021,2723,2
2021,3902,10
2021,1449,1
2021,2081,1
2021,4744,8
2021,4403,8
2021,4082,73
2021,6176,7
2021,7647,1
2021,563,20
2021,5894,3
2021,8650,4
2021,7991,1
2021,7683,32
2021,3640,2
2021,4028,6
2021,884,15
2021,3594,52
2021,8324,1
2021,2774,11
2021,4817,39
2021,2908,2
2021,3703,1
2021,1275,1
2021,1955,17
2022,3331,1
2022,8443,1
2023,3602,2
2023,3629,1
2023,6417,1
2023,8058,3
2023,1592,1
2023,6538,1
2023,6764,3
2023,1798,1
2023,8257,1
2023,3179,3
2023,102,1
2023,2098,2
2023,6632,1
2023,6987,1
2023,2906,3
2023,2641,1
2023,8729,1
2025,7233,1
2025,8515,1
2025,1852,1
2025,5483,1
2025,5302,1
2026,6433,1
2027,3331,1
2027,106,1
2028,3331,3
2028,6497,1
2028,3000,1
2029,3331,2
2029,102,1
2031,8415,1
2031,3331,2
2031,6497,2
2032,5405,1
2032,1263,1
2032,935,1
2032,1955,1
2033,8015,1
2033,3421,1
2033,3331,1
2033,5175,2
2033,6497,4
2033,7022,3
2033,4943,2
2034,106,1
2034,547,1
2034,6497,1
2034,1567,1
2035,6497,1
2035,3395,1
2036,822,1
2036,7215,2
2036,1599,1
2036,6497,2
2037,6844,3
2038,1291,3
2038,4549,10
2038,3995,6
2038,8486,3
2038,6984,11
2038,286,3
2038,4675,3
2038,3982,1
2038,6578,2
2038,7026,11
2038,4494,1
2038,6678,5
2038,7265,2
2038,1136,13
2038,3578,1
2038,546,1
2038,3352,6
2038,2215,10
2038,6044,7
2038,5493,2
2038,4964,36
2038,4626,1
2038,2516,57
2038,1285,6
2038,3928,1
2038,7606,2
2038,1385,3
2038,2963,34
2038,742,12
2038,6532,3
2038,2831,44
2039,888,1
2039,360,1
2039,4219,1
2039,5477,1
2039,4367,1
2039,5483,2
2039,893,1
2039,5302,2
2039,7233,2
2039,2846,1
2039,2547,1
2039,7680,1
2040,4672,7
2040,3381,1
2040,3331,7
2040,4686,1
2040,8662,1
2040,8651,1
2040,931,3
2040,5195,12
2040,6497,4
2040,4121,2
2040,1002,1
2040,5282,1
2040,1798,5
2040,6033,1
2040,5626,2
2040,8556,8
2040,2448,2
2040,8650,1
2040,4202,3
2040,978,1
2040,6741,1
2040,8654,5
2040,1532,4
2041,213,7
2041,2644,1
2041,6022,1
2041,5134,4
2041,6264,5
2041,3421,2
2041,383,2
2041,883,2
2041,2943,1
2041,1656,3
2041,1580,1
2041,107,1
2041,5735,1
2041,6019,1
2041,2556,1
2041,6219,2
2041,2950,1
2042,6815,1
2042,6497,1
2042,4993,1
2042,3331,3
2043,4879,1
2043,6687,1
2043,5713,4
2043,1756,35
2043,405,3
2043,1362,2
2043,5782,2
2043,2069,1
2043,6405,7
2043,2844,1
2043,8115,2
2043,102,1
2043,7935,1
2043,5349,13
2043,3237,4
2043,8181,6
2043,1481,16
2043,6415,2
2043,212,6
2043,7036,9
2043,5131,4
2043,4894,9
2043,4272,1
2043,3533,14
2043,2775,2
2043,1531,17
2045,6357,2
2045,5418,7
2045,6497,4
2045,1110,1
2046,4304,2
2046,2086,2
2046,7051,2
2046,3421,3
2046,3644,3
2046,287,1
2046,5418,1
2046,3331,12
2046,303,1
2046,6497,15
2047,8217,1
2047,2620,1
2047,6497,1
2048,4269,3
2048,3099,1
2048,5697,1
2048,3017,4
2048,7530,2
2048,7531,7
2048,8115,2
2048,5665,8
2048,7532,3
2048,8415,1
2048,4511,1
2048,3299,2
2048,7062,3
2048,665,1
2048,6497,3
2049,3421,1
2051,6687,22
2051,8740,3
2051,5426,15
2051,5657,4
2051,6213,27
2051,3496,1
2051,5349,6
2051,3331,25
2051,7158,11
2051,6497,6
2051,5782,7
2053,6497,2
2055,5798,1
2055,4990,1
2056,5156,6
2056,163,1
2056,4672,1
2056,3331,10
2056,3507,4
2056,5512,1
2056,3356,1
2056,1330,9
2056,7665,56
2056,3272,22
2056,3333,1
2056,1001,2
2056,259,8
2056,3867,5
2056,6497,47
2056,8677,3
2056,853,4
2056,3421,3
2056,632,2
2056,5349,3
2056,984,11
2056,6388,4
2056,4351,3
2057,8193,2
2057,2424,2
2058,1363,1
2058,5248,6
2058,1011,3
2058,6360,17
2058,8388,2
2058,152,19
2058,8036,1
2058,2267,3
2058,5429,6
2058,2346,35
2059,8115,2
2060,7750,1
2060,3650,1
2060,1704,1
2060,7713,1
2060,2725,2
2060,1738,1
2060,3032,1
2061,1100,3
2061,3215,1
2062,1798,1
2062,8115,1
2062,3331,8
2063,7351,2
2063,3825,2
2063,7734,1
2063,8115,3
2063,2877,1
2063,106,3
2063,414,1
2063,3618,1
2063,2641,1
2063,3331,5
2064,6993,9
2064,1042,6
2064,8479,1
2064,8115,2
2064,2721,8
2064,3562,6
2064,2567,3
2064,106,1
2064,4236,1
2064,3895,3
2064,428,1
2064,6497,49
2064,3331,60
2065,3952,1
2065,6497,1
2066,2115,1
2067,3331,1
2068,3864,2
2068,5011,1
2068,2932,1
2069,8553,1
2069,4034,6
2069,2296,7
2069,3550,1
2069,6385,1
2069,7085,1
2069,2234,6
2069,102,2
2069,186,2
2069,1756,1
2069,3952,4
2069,1644,2
2069,3331,2
2069,2501,1
2069,2641,1
2069,3228,1
2069,8253,3
2070,813,1
2070,6914,2
2070,4664,2
2071,6993,2
2071,7326,1
2071,5081,1
2071,4672,1
2071,6497,3
2071,2429,1
2071,1768,10
2071,6438,2
2071,4050,2
2071,2331,2
2071,5094,2
2072,2644,2
2072,5405,2
2072,5842,1
2072,8519,1
2072,376,2
2072,2908,1
2072,6576,3
2072,3921,6
2072,1263,1
2072,1266,3
2072,3594,8
2072,2282,1
2072,8604,2
2072,1449,1
2072,2474,1
2072,4744,2
2072,4403,1
2072,4082,1
2072,3902,3
2072,7991,4
2072,4401,2
2072,7683,6
2072,1052,1
2072,8324,1
2072,2774,1
2072,8727,1
2072,1955,8
2073,2843,1
2074,935,1
2076,5302,1
2077,5492,2
2077,369,5
2077,4366,3
2077,1471,4
2077,1798,3
2077,2914,5
2077,5994,3
2077,4994,2
2077,4200,3
2077,7271,1
2077,2915,5
2077,6338,4
2077,4505,1
2077,7989,10
2077,6528,2
2077,6672,1
2077,6497,10
2077,106,2
2078,2770,6
2078,5833,3
2078,6497,4
2078,5222,2
2078,3174,2
2079,1291,1
2079,6497,1
2079,8067,1
2080,6357,1
2080,3298,4
2080,2644,9
2080,2607,1
2080,7287,1
2080,5405,18
2080,7257,1
2080,685,2
2080,8519,13
2080,376,8
2080,3948,1
2080,2908,3
2080,884,9
2080,3920,1
2080,175,1
2080,2430,2
2080,3921,23
2080,1262,3
2080,1263,4
2080,1264,6
2080,1265,16
2080,1266,8
2080,1267,2
2080,2282,10
2080,935,3
2080,472,2
2080,4590,1
2080,1169,2
2080,8604,7
2080,3472,1
2080,3902,2
2080,6576,7
2080,1449,11
2080,2474,1
2080,4744,3
2080,6327,1
2080,4403,4
2080,7994,1
2080,4082,6
2080,420,1
2080,6176,8
2080,8148,1
2080,4319,2
2080,4766,1
2080,563,1
2080,7991,5
2080,4401,1
2080,7683,33
2080,6145,2
2080,3640,4
2080,980,1
2080,3035,1
2080,7912,2
2080,3594,40
2080,8324,3
2080,2774,1
2080,3703,4
2080,5974,2
2080,1955,25
2081,2644,1
2081,5405,3
2081,5842,1
2081,685,1
2081,8519,2
2081,376,2
2081,8727,1
2081,6576,2
2081,3921,8
2081,1264,1
2081,1265,3
2081,1267,2
2081,935,2
2081,2752,1
2081,1169,1
2081,8604,1
2081,1449,2
2081,4403,2
2081,3902,1
2081,8650,1
2081,7991,2
2081,7683,6
2081,2636,1
2081,3594,7
2081,1955,8
2083,416,1
2083,1595,6
2083,1323,6
2083,4285,2
2083,5734,2
2084,6197,1
2084,5565,1
2084,5647,6
2084,1580,4
2084,3331,5
2084,1069,1
2084,6497,6
2084,146,1
2085,3331,1
2086,2046,1
2086,1117,1
2086,3421,3
2086,3644,2
2086,3331,4
2086,6497,3
2087,5798,18
2087,6858,1
2087,3971,4
2087,6367,2
2088,1289,1
2088,4514,1
2088,7781,1
2088,2791,1
2089,8628,3
2089,8629,1
2089,2091,1
2089,4964,1
2089,7031,1
2089,2092,1
2090,8628,1
2090,8629,1
2090,8631,1
2090,8634,1
2090,5267,1
2092,8628,2
2092,8629,1
2092,8631,6
2092,7031,3
2092,2089,1
2092,4964,3
2092,2091,1
2092,5267,1
2093,8628,1
2093,8629,1
2093,8631,1
2093,8634,1
2093,5267,1
2094,2848,1
2094,641,1
2094,904,4
2094,106,1
2094,7322,1
2094,3331,1
2095,3331,1
2095,3920,1
2096,1321,2
2096,6327,1
2096,5405,3
2096,1499,1
2096,685,2
2096,8519,1
2096,336,1
2096,5847,1
2096,3921,2
2096,1262,2
2096,1263,3
2096,1264,3
2096,1265,4
2096,1266,16
2096,3594,9
2096,8560,1
2096,5385,1
2096,8232,1
2096,1169,3
2096,1439,2
2096,2474,1
2096,4403,1
2096,4685,1
2096,4082,1
2096,6897,1
2096,6017,1
2096,3902,12
2096,3587,1
2096,7991,1
2096,7683,14
2096,6145,2
2096,7513,1
2096,6093,1
2096,7873,3
2096,3035,1
2096,6793,1
2096,8725,1
2096,2774,1
2096,4817,1
2096,3703,2
2097,2106,1
2097,3331,1
2098,1798,1
2098,8058,4
2098,6987,2
2098,3449,1
2098,2023,1
2098,2906,2
2100,3331,1
2100,106,1
2101,8515,1
2101,658,1
2101,893,1
2102,3741,1
2102,6497,1
2102,5028,1
2103,32,1
2103,6757,3
2103,6497,2
2103,6784,1
2104,5849,1
2104,4760,1
2104,6243,2
2104,3059,1
2104,769,2
2104,2641,1
2104,8253,5
2105,4973,1
2105,6687,2
2105,6426,3
2105,1798,1
2105,5657,1
2105,5782,8
2105,5426,1
2105,3496,2
2105,5349,3
2105,1674,1
2105,7131,3
2105,7158,4
2105,3301,1
2105,4176,2
2105,6497,2
2105,2813,1
2105,3331,9
2106,4987,1
2106,7727,1
2106,4049,3
2106,7804,3
2106,3952,1
2106,7053,3
2106,1034,2
2106,129,1
2106,2852,2
2106,7161,1
2106,7232,1
2106,106,1
2106,1891,1
2106,5125,1
2106,4432,1
2106,5390,3
2106,6417,1
2106,3379,1
2106,2355,1
2106,6497,6
2106,783,1
2106,3699,2
2106,3421,2
2107,3193,1
2107,6914,1
2109,6957,1
2109,5480,1
2110,3948,3
2110,2607,3
2110,5405,3
2110,5842,3
2110,8519,3
2110,5385,3
2110,929,3
2110,6713,3
2110,4618,3
2110,884,1
2110,404,3
2110,3902,3
2110,7092,3
2110,5582,3
2110,470,3
2110,3921,2
2110,1263,1
2110,1264,1
2110,1265,4
2110,1266,6
2110,3594,1
2110,6793,3
2110,5912,3
2110,935,1
2110,3020,2
2110,4590,2
2110,3619,3
2110,1881,3
2110,2661,3
2110,4744,2
2110,2644,5
2110,3070,3
2110,4403,1
2110,4082,1
2110,6809,3
2110,8569,3
2110,6176,1
2110,2096,3
2110,3640,1
2110,2392,3
2110,3382,3
2110,4660,3
2110,7683,1
2110,6145,3
2110,7513,3
2110,3454,3
2110,4376,3
2110,3035,3
2110,2636,3
2110,7912,1
2110,6257,3
2110,3469,3
2110,8324,3
2110,2774,1
2110,8650,1
2110,784,3
2110,1955,3
2111,4672,1
2111,7741,1
2114,5143,4
2114,8279,4
2114,649,1
2114,3585,2
2114,3331,5
2114,8159,2
2114,2630,1
2115,3331,1
2116,6497,1
2117,7324,2
2117,8161,1
2117,893,1
2117,5302,3
2117,2171,1
2117,7233,1
2118,3293,4
2118,4347,1
2118,1797,4
2118,2844,3
2118,3421,4
2118,8115,2
2118,8551,1
2118,103,1
2118,2243,1
2118,1477,2
2118,2932,1
2118,1599,1
2118,5900,2
2118,6497,1
2118,3920,8
2118,3678,1
2118,8372,1
2118,3965,1
2118,6338,1
2118,284,1
2119,7408,3
2119,6497,1
2119,1736,2
2121,2250,1
2121,5461,2
2121,3465,2
2121,5319,1
2121,5708,2
2122,4776,1
2122,7970,1
2122,8115,1
2122,4990,1
2122,3277,1
2122,7433,1
2122,5798,3
2122,438,1
2122,414,1
2123,3293,1
2123,2308,1
2123,3451,1
2123,3920,4
2123,3678,16
2123,1388,1
2123,2844,6
2123,3925,1
2123,103,1
2123,6588,2
2123,6417,1
2123,8460,9
2123,5822,2
2123,1797,2
2123,1975,2
2123,2932,11
2123,102,10
2123,8648,1
2123,6497,4
2123,979,2
2123,2355,1
2123,3421,1
2123,194,1
2124,3331,1
2125,3620,1
2125,7753,1
2125,4615,1
2125,1437,1
2125,7268,4
2125,3927,1
2125,644,7
2126,8492,2
2126,1615,1
2126,3492,2
2127,6749,1
2127,8395,1
2127,1226,1
2127,8365,1
2128,2844,2
2128,8115,1
2128,106,1
2128,1273,2
2129,4947,1
2129,8115,3
2129,1580,1
2129,3331,5
2129,6908,2
2129,6497,4
2130,6357,4
2130,8608,3
2130,822,1
2130,4379,1
2130,7514,1
2130,3444,1
2131,3948,1
2131,2607,1
2131,5574,1
2131,5405,3
2131,4316,1
2131,8519,2
2131,929,1
2131,6713,1
2131,4618,1
2131,404,1
2131,1881,1
2131,5582,1
2131,470,1
2131,2110,1
2131,6809,1
2131,1265,1
2131,1266,1
2131,1267,3
2131,3594,3
2131,5912,1
2131,5385,1
2131,7092,1
2131,3619,1
2131,6930,2
2131,5842,1
2131,2661,1
2131,4744,1
2131,5481,2
2131,3070,1
2131,8569,1
2131,6176,1
2131,2096,1
2131,3902,1
2131,2392,1
2131,3382,1
2131,4660,1
2131,7683,1
2131,6145,1
2131,7513,1
2131,3454,1
2131,4376,1
2131,3035,1
2131,2636,1
2131,2644,1
2131,6257,1
2131,6793,1
2131,8324,1
2131,3469,1
2131,784,1
2131,1955,1
2132,5512,1
2132,1094,1
2132,1580,1
2132,6497,1
2133,1291,2
2133,57,4
2133,620,1
2133,1967,1
2133,6065,1
2133,3331,7
2133,6497,8
2133,3352,1
2134,5070,2
2134,3293,2
2134,5822,3
2134,3421,2
2134,8115,1
2134,848,1
2134,1580,1
2134,2118,1
2134,6959,1
2134,2932,1
2134,8648,1
2135,6021,1
2135,6497,1
2135,3710,1
2136,6497,8
2136,5831,2
2137,8532,1
2137,5476,6
2137,6444,3
2137,3593,4
2137,4023,5
2137,2355,1
2137,8261,9
2137,3331,8
2137,6155,5
2137,1319,3
2137,5512,3
2137,8253,3
2137,6338,4
2137,4894,1
2138,3229,1
2138,1623,2
2138,5784,2
2138,8115,2
2138,106,3
2138,143,1
2138,8036,1
2138,7511,1
2138,3488,3
2138,3228,2
2138,6497,1
2138,3331,6
2140,6103,1
2140,2974,1
2140,2782,4
2140,7642,2
2140,7668,4
2140,190,5
2140,5105,10
2140,345,1
2140,4827,3
2140,3835,2
2140,5689,1
2140,7071,1
2140,3122,4
2140,4941,1
2140,6219,1
2140,5954,1
2141,4034,1
2141,4405,1
2141,3421,1
2142,5611,5
2142,3421,4
2142,6497,1
2142,8344,1
2143,2582,1
2143,1748,1
2144,5292,3
2144,8114,1
2144,8115,1
2144,6436,1
2144,3331,1
2144,6497,1
2145,3687,4
2145,2643,1
2145,7994,2
2145,7993,5
2145,282,7
2145,4332,2
2146,5996,1
2148,2250,1
2148,5024,1
2148,8728,2
2148,1214,1
2150,1321,1
2150,3298,1
2150,2644,1
2150,6327,1
2150,3469,1
2150,5405,6
2150,5842,1
2150,1499,1
2150,685,1
2150,8519,3
2150,929,1
2150,4618,1
2150,404,1
2150,3920,1
2150,5847,1
2150,336,1
2150,8111,1
2150,470,1
2150,1439,1
2150,833,1
2150,6145,1
2150,1264,1
2150,1265,2
2150,1266,5
2150,7893,1
2150,6793,1
2150,8560,1
2150,5912,1
2150,5385,1
2150,8232,1
2150,3020,1
2150,3921,2
2150,8604,2
2150,2723,1
2150,3343,1
2150,2661,1
2150,6576,1
2150,6093,1
2150,4744,2
2150,1074,1
2150,5355,1
2150,3070,1
2150,4082,2
2150,4685,1
2150,4403,1
2150,6897,1
2150,2765,1
2150,3902,1
2150,2392,1
2150,3587,1
2150,5914,1
2150,3382,1
2150,1267,1
2150,4660,1
2150,7683,2
2150,2096,1
2150,7513,1
2150,2520,1
2150,4376,1
2150,297,1
2150,7873,1
2150,980,1
2150,6424,1
2150,2636,1
2150,376,1
2150,884,1
2150,6257,1
2150,3594,2
2150,8324,1
2150,8725,1
2150,2474,4
2150,2774,1
2150,4817,1
2150,3703,1
2150,3035,1
2150,1955,4
2151,6993,1
2151,2836,3
2151,7994,4
2151,5021,2
2151,2519,5
2151,3224,1
2151,2844,6
2151,3421,6
2151,8115,2
2151,102,14
2151,6497,17
2151,3271,2
2151,5204,1
2151,6600,1
2151,7702,2
2151,3190,8
2151,1019,2
2151,5477,10
2151,2380,11
2152,5170,2
2152,8115,1
2153,4304,2
2153,6264,2
2153,3421,1
2153,8512,2
2153,6219,1
2153,2950,2
2154,3405,3
2154,6866,2
2154,6078,1
2154,6668,5
2154,4990,14
2154,1444,1
2154,6858,2
2154,6859,1
2154,5798,17
2154,1062,2
2154,2250,2
2154,7003,2
2154,3971,22
2154,577,8
2154,1140,2
2154,6367,25
2155,6993,2
2155,2770,2
2155,6291,4
2155,5349,1
2156,7323,2
2156,4681,1
2156,3421,20
2156,4672,1
2156,1580,9
2156,3050,10
2156,5735,1
2156,3228,1
2156,4642,10
2157,2943,1
2159,3331,4
2159,1615,1
2160,8361,1
2160,6412,2
2160,1098,1
2162,6357,1
2162,2795,1
2162,6376,1
2162,3850,1
2162,8059,1
2162,143,1
2162,1232,1
2162,4069,2
2162,3678,1
2162,2711,1
2162,6497,7
2163,7966,6
2163,8553,3
2163,2582,3
2163,2702,4
2163,5631,1
2163,8714,1
2163,5429,3
2163,2014,1
2163,273,1
2164,3565,2
2164,3421,1
2164,8115,1
2164,6171,1
2164,8478,1
2165,8361,1
2165,1098,1
2166,4526,2
2166,6497,1
2166,5175,2
2168,5798,2
2168,1472,2
2168,3971,1
2168,450,1
2169,7233,1
2169,8515,1
2169,893,1
2169,5302,1
2171,8515,4
2171,6687,1
2171,5187,1
2171,1852,1
2171,6917,1
2171,2373,1
2171,4214,1
2171,6397,1
2171,893,1
2171,6095,1
2171,7233,4
2171,1580,1
2171,6833,1
2171,4231,2
2171,5483,1
2171,1611,1
2171,1311,1
2171,7273,1
2171,6497,1
2171,6542,1
2171,3385,1
2171,7875,1
2171,5302,8
2171,3331,1
2172,1889,2
2172,8168,1
2173,5885,2
2173,3228,1
2173,889,1
2173,2008,1
2173,7690,1
2174,6614,4
2174,3331,3
2174,6497,2
2174,102,1
2175,3421,1
2176,7221,1
2176,5978,1
2176,5725,1
2176,6950,2
2177,3331,2
2177,1752,1
2177,7619,1
2177,6568,2
2177,6497,2
2177,106,2
2177,3228,1
2177,5127,1
2177,8194,1
2178,1589,1
2179,5066,1
2179,3952,1
2179,7021,6
2179,6497,3
2180,1517,1
2180,1374,1
2181,3152,2
2181,542,1
2181,2742,2
2182,3426,1
2182,6686,3
2182,8181,2
2182,3050,1
2182,4252,8
2182,5306,38
2182,412,1
2182,289,435
2182,6135,80
2182,1798,7
2182,3991,75
2182,2885,4
2182,6098,2
2182,2360,61
2182,3593,4
2182,6442,1
2182,299,13
2182,3117,31
2182,4282,113
2182,435,54
2182,865,67
2182,8443,41
2182,1541,19
2182,6720,90
2182,6842,25
2182,4016,211
2182,582,25
2182,3603,121
2182,3604,22
2182,3605,83
2182,5349,23
2182,6170,269
2182,1414,4
2182,4682,2
2182,876,16
2182,1005,7
2182,189,3
2182,2010,11
2182,6867,1
2182,3495,8
2182,6470,3
2182,6600,58
2182,2947,2
2182,3331,108
2182,5082,26
2182,2535,5
2182,8553,241
2182,4700,33
2182,7553,12
2182,5782,22
2182,1576,12
2182,7561,1
2182,1579,1
2182,8115,15
2182,1580,1
2182,7034,282
2182,7311,3
2182,2813,8
2182,1450,8
2182,4672,443
2182,2553,8
2182,911,284
2182,6497,89
2182,4894,3
2182,7991,9
2182,7993,24
2182,7994,59
2182,7720,4
2182,7913,1
2182,6635,4
2182,7919,1
2182,7458,7
2182,4479,2
2182,498,1
2182,8446,369
2182,5798,257
2182,8143,112
2182,246,313
2182,6518,219
2182,106,6
2182,8759,15
2182,5125,2
2182,1765,25
2182,4984,5
2182,5425,8
2182,8748,3
2182,261,2
2182,2188,11
2182,4869,16
2182,4870,18
2182,944,1
2182,6328,1
2182,3421,412
2182,1964,8
2183,4879,7
2183,501,5
2183,1851,1
2183,4730,1
2183,7759,9
2183,1824,20
2183,7397,2
2183,7584,8
2183,352,5
2183,8115,2
2183,6497,14
2183,8417,3
2183,1712,4
2183,5125,1
2183,3686,1
2183,1584,6
2183,2848,2
2183,1840,12
2183,4785,2
2183,3529,3
2183,2894,6
2183,2895,11
2184,3331,4
2184,6815,1
2186,5821,1
2186,1085,1
2186,5204,1
2186,3589,3
2186,4609,1
2186,3421,1
2186,5154,11
2186,7409,1
2186,7502,1
2186,3952,15
2186,3331,19
2186,414,8
2186,50,4
2186,7876,1
2186,8031,2
2186,3785,12
2186,6190,4
2186,1187,1
2187,301,1
2187,102,1
2187,6497,2
2188,2182,26
2188,3605,1
2188,4016,2
2188,7720,1
2188,3603,2
2188,4672,3
2188,8553,3
2188,6518,1
2188,7034,3
2188,8143,1
2188,8759,1
2188,3421,2
2189,3004,4
2189,7684,5
2189,4782,6
2189,1422,2
2189,5266,8
2189,279,29
2189,4780,5
2189,4781,7
2189,7308,1
2189,1136,1
2189,5267,11
2189,5268,9
2189,3094,2
2189,4692,1
2189,4731,1
2189,2570,1
2189,2955,1
2190,2009,2
2190,3331,1
2190,414,1
2190,4589,1
2191,3331,1
2191,414,1
2193,974,1
2193,753,1
2193,3331,1
2194,893,1
2195,356,1
2197,7756,1
2197,3140,1
2197,8101,1
2197,3197,1
2198,4843,2
2198,5512,1
2198,6254,1
2198,102,2
2198,6497,1
2199,1021,1
2200,3331,5
2200,400,5
2200,572,3
2200,4451,2
2200,1536,1
2200,7144,23
2200,4035,8
2200,6744,15
2200,5262,1
2200,4072,4
2200,6332,2
2200,7227,3
2200,4705,20
2200,6923,1
2200,2844,2
2200,8115,2
2200,102,48
2200,6660,7
2200,2964,1
2200,414,6
2200,2766,5
2200,5391,3
2200,2355,2
2200,2356,12
2200,7950,12
2200,1049,4
2200,6497,57
2200,4689,3
2200,8434,30
2200,1386,6
2200,3421,5
2200,1598,5
2200,2897,10
2200,1353,2
2200,8253,1
2201,5562,1
2201,2571,8
2201,6778,5
2201,1388,2
2201,8243,5
2201,3331,1
2201,4074,10
2201,5782,2
2202,1582,1
2202,6357,1
2202,7062,8
2202,6045,1
2203,4964,2
2203,6956,1
2204,1425,9
2204,8434,1
2204,444,2
2204,3331,8
2204,6497,3
2205,3565,1
2205,8115,2
2206,6497,1
2206,1129,1
2209,1895,1
2209,6213,1
2209,5156,2
2209,7665,9
2209,8256,1
2209,3272,6
2209,4447,1
2209,6497,9
2209,7280,2
2209,4598,1
2209,6076,8
2209,3331,3
2209,6388,2
2209,5761,1
2209,3507,1
2209,632,2
2209,8674,1
2209,3867,1
2209,1274,1
2209,3421,1
2210,2493,2
2210,3709,1
2210,8115,2
2210,106,1
2210,6497,2
2211,1984,2
2211,4672,2
2211,1323,2
2211,345,1
2211,8261,2
2211,3331,4
2211,8096,1
2211,7665,5
2211,38,4
2211,5476,1
2211,6444,1
2211,8115,2
2211,6497,8
2211,8532,1
2211,5125,2
2211,6338,1
2211,8271,8
2211,6314,1
2211,1894,1
2211,106,4
2211,5284,2
2211,2355,2
2211,4718,6
2211,3122,1
2211,4023,2
2211,8650,5
2211,4894,5
2211,3076,1
2211,3185,3
2211,143,1
2211,4091,1
2211,3593,3
2211,6155,3
2211,4940,1
2211,4176,2
2211,4849,1
2212,303,1
2212,1580,1
2212,3331,1
2212,6497,1
2213,2464,1
2213,2873,1
2213,178,1
2214,4747,1
2214,3331,1
2214,4371,1
2215,7131,8
2215,1291,5
2215,4549,4
2215,6532,7
2215,3995,8
2215,8486,3
2215,6984,5
2215,4675,3
2215,2038,6
2215,3982,6
2215,1285,11
2215,6578,5
2215,7026,26
2215,6678,11
2215,7265,2
2215,1136,12
2215,3352,2
2215,106,3
2215,6044,3
2215,4964,71
2215,2516,60
2215,8248,15
2215,5493,3
2215,1385,3
2215,2963,29
2215,742,10
2215,5465,7
2215,3284,2
2215,2831,56
2216,5266,3
2216,5267,3
2216,5268,1
2217,893,1
2218,2844,1
2218,3331,1
2219,3190,3
2219,7955,1
2219,6497,2
2219,5208,2
2220,538,1
2220,6437,3
2220,3331,3
2220,4108,4
2220,2582,7
2220,7514,7
2220,1364,2
2220,648,15
2220,8115,8
2220,3087,1
2220,5967,1
2220,7131,15
2220,106,4
2220,4747,3
2220,6593,1
2220,1979,2
2220,6497,14
2220,4336,2
2220,1695,1
2220,4581,1
2220,4279,3
2220,5639,1
2221,5167,2
2221,5302,2
2222,5512,1
2222,3331,1
2223,757,1
2224,3950,1
2226,1812,1
2226,5400,4
2226,8553,3
2226,3952,60
2226,5083,7
2226,1615,2
2226,3421,12
2226,8115,2
2226,8529,2
2226,585,10
2226,106,15
2226,5125,3
2226,2415,1
2226,3521,1
2226,1310,3
2226,3992,16
2226,6617,1
2226,6497,47
2226,4090,16
2226,2298,4
2226,948,15
2226,4665,13
2226,273,9
2226,8253,3
2227,6497,1
2228,2592,1
2228,3077,1
2228,3174,2
2228,4938,1
2228,1421,2
2229,7602,1
2229,6497,1
2230,2844,2
2230,6447,2
2230,8346,3
2230,3331,2
2230,6497,4
2232,7662,4
2232,7036,1
2232,964,2
2232,921,1
2232,2452,2
2233,5105,1
2233,7668,1
2233,2835,1
2233,4963,3
2233,345,1
2233,7071,1
2233,3122,3
2234,2069,2
2234,4570,2
2234,2296,4
2234,6419,2
2234,1798,12
2234,7093,1
2235,2751,1
2235,1416,1
2235,4248,2
2235,5338,1
2235,8115,1
2235,6497,11
2235,7806,2
2235,5349,4
2235,3331,1
2235,117,3
2235,3746,2
2235,2641,1
2235,7131,2
2236,5302,1
2236,5378,1
2236,5990,1
2238,1514,1
2238,6357,1
2238,4161,1
2238,4550,8
2238,7456,7
2238,4961,1
2238,1206,1
2238,201,1
2238,7620,1
